feature_set,architecture,hidden_layers,n_input,parameters,seed,fold,battery_id,rmse,mae
soh_only,linear,none,9,500,20260815,1,1,0.0022077219529949596,0.0015505754854530096
soh_only,linear,none,9,500,20260815,1,6,0.0002420410029453162,0.0002045667206402868
soh_only,linear,none,9,500,20260815,1,12,0.0003867858333426187,0.00028977752663195133
soh_only,linear,none,9,500,20260815,1,13,0.00023181279334262098,0.00018457531405147165
soh_only,linear,none,9,500,20260815,1,20,0.000133912801797524,0.00012802124547306448
soh_only,linear,none,9,500,20260815,1,22,5.9935884302001973e-05,4.7087669372558594e-05
soh_only,linear,none,9,500,20260815,1,47,0.00018688622668019657,0.00015920042642392218
soh_only,linear,none,9,500,20260815,1,49,0.00018806972252396117,0.00015556334983557463
soh_only,linear,none,9,500,20260815,2,3,0.001758353879815439,0.0015570950927212834
soh_only,linear,none,9,500,20260815,2,17,0.0001806035785329083,0.00015903830353636295
soh_only,linear,none,9,500,20260815,2,30,0.00012404895844906849,8.602738671470433e-05
soh_only,linear,none,9,500,20260815,2,38,0.00019299983057878553,0.00014565228775609285
soh_only,linear,none,9,500,20260815,2,40,0.0001205162141638808,9.134173160418868e-05
soh_only,linear,none,9,500,20260815,2,41,0.0005682000961020648,0.00046427370398305357
soh_only,linear,none,9,500,20260815,2,42,7.373225861230604e-05,5.989670898998156e-05
soh_only,linear,none,9,500,20260815,2,45,0.00018043110642636994,0.00015011787763796747
soh_only,linear,none,9,500,20260815,3,7,0.0008223009441169715,0.0006644630338996649
soh_only,linear,none,9,500,20260815,3,8,0.0009413323487320971,0.0007286238833330572
soh_only,linear,none,9,500,20260815,3,23,0.00018902163795427864,0.0001453232835046947
soh_only,linear,none,9,500,20260815,3,26,0.00018425714287382332,0.00014747022942174226
soh_only,linear,none,9,500,20260815,3,33,7.152691171805314e-05,5.6670905905775726e-05
soh_only,linear,none,9,500,20260815,3,34,0.00014658076476213396,0.00012619495100807399
soh_only,linear,none,9,500,20260815,3,35,0.00048737660707717193,0.0003943204937968403
soh_only,linear,none,9,500,20260815,3,37,0.00019332649611147011,0.00014891981845721602
soh_only,linear,none,9,500,20260815,4,4,0.0005382283713443511,0.00040583015652373433
soh_only,linear,none,9,500,20260815,4,15,0.0002838900214567116,0.00021736622147727758
soh_only,linear,none,9,500,20260815,4,19,0.00016219664737892106,0.00013063311052974313
soh_only,linear,none,9,500,20260815,4,27,0.00024825137774132965,0.00021420956181827933
soh_only,linear,none,9,500,20260815,4,29,6.263958648584702e-05,5.379199865274131e-05
soh_only,linear,none,9,500,20260815,4,43,0.0005894590428533329,0.0005067730089649558
soh_only,linear,none,9,500,20260815,4,44,0.00022001976614614876,0.00016011596017051488
soh_only,linear,none,9,500,20260815,4,48,0.000249854921605701,0.0002025306166615337
soh_only,linear,none,9,500,20260815,5,18,0.0002481148280109518,0.00020024538389407098
soh_only,linear,none,9,500,20260815,5,21,0.00010813436642421118,8.727073873160407e-05
soh_only,linear,none,9,500,20260815,5,28,0.00013006664267073805,0.00010414004646008834
soh_only,linear,none,9,500,20260815,5,31,0.0001748091033641917,0.00015635848103556782
soh_only,linear,none,9,500,20260815,5,32,0.0003459405520793431,0.00031435012351721525
soh_only,linear,none,9,500,20260815,5,36,5.2079763023236324e-05,4.208207246847451e-05
soh_only,linear,none,9,500,20260815,5,39,9.035678341179404e-05,6.927132926648483e-05
soh_only,linear,none,9,500,20260815,5,46,5.703135188775483e-05,4.5167209464125335e-05
soh_only,linear,none,9,500,20260816,1,1,0.0021955790769102347,0.001533440314233303
soh_only,linear,none,9,500,20260816,1,6,0.00023147973160537696,0.0001980149681912735
soh_only,linear,none,9,500,20260816,1,12,0.00035224723294487463,0.000265817652689293
soh_only,linear,none,9,500,20260816,1,13,0.00020892345426008432,0.00016677618259564042
soh_only,linear,none,9,500,20260816,1,20,0.00013511093789623206,0.00012687325943261385
soh_only,linear,none,9,500,20260816,1,22,6.276879930583448e-05,5.1759481721092016e-05
soh_only,linear,none,9,500,20260816,1,47,0.00016794184869072697,0.00014539837138727307
soh_only,linear,none,9,500,20260816,1,49,0.00018276368422115704,0.00014922619448043406
soh_only,linear,none,9,500,20260816,2,3,0.0017677471870540479,0.0015619051409885287
soh_only,linear,none,9,500,20260816,2,17,0.00019553704122136583,0.00016778468852862716
soh_only,linear,none,9,500,20260816,2,30,0.00014739811077095664,9.757756924955174e-05
soh_only,linear,none,9,500,20260816,2,38,0.00020364315714041704,0.00015408039325848222
soh_only,linear,none,9,500,20260816,2,40,0.0001362417658014898,0.00010197878145845607
soh_only,linear,none,9,500,20260816,2,41,0.000519371576664402,0.00043728112359531224
soh_only,linear,none,9,500,20260816,2,42,6.706050679812668e-05,5.277753007248975e-05
soh_only,linear,none,9,500,20260816,2,45,0.0001832922394893965,0.00015372157213278115
soh_only,linear,none,9,500,20260816,3,7,0.000820884827793264,0.0006697523640468717
soh_only,linear,none,9,500,20260816,3,8,0.000918442739628006,0.0007203364511951804
soh_only,linear,none,9,500,20260816,3,23,0.000195131952429078,0.00015132308180909604
soh_only,linear,none,9,500,20260816,3,26,0.00023006772893991863,0.00019498706387821585
soh_only,linear,none,9,500,20260816,3,33,6.750899993332044e-05,5.0618647946976125e-05
soh_only,linear,none,9,500,20260816,3,34,0.00014660659332873952,0.00012757658259943128
soh_only,linear,none,9,500,20260816,3,35,0.000486535946414393,0.0003835928509943187
soh_only,linear,none,9,500,20260816,3,37,0.00019277748282509283,0.0001490640570409596
soh_only,linear,none,9,500,20260816,4,4,0.0004762783203103534,0.00036059736157767475
soh_only,linear,none,9,500,20260816,4,15,0.0002821252491347296,0.00021571993420366198
soh_only,linear,none,9,500,20260816,4,19,0.00017577613882416814,0.00014172554074320942
soh_only,linear,none,9,500,20260816,4,27,0.00023431506220117598,0.0002033150231000036
soh_only,linear,none,9,500,20260816,4,29,6.404283320852412e-05,5.695462095900439e-05
soh_only,linear,none,9,500,20260816,4,43,0.000591040811695297,0.0005059433169662952
soh_only,linear,none,9,500,20260816,4,44,0.00022153293693201307,0.00016072511789388955
soh_only,linear,none,9,500,20260816,4,48,0.0002533446608234492,0.0002041018015006557
soh_only,linear,none,9,500,20260816,5,18,0.00024188856641013014,0.00019477367459330708
soh_only,linear,none,9,500,20260816,5,21,0.00011024407165682689,8.95202174433507e-05
soh_only,linear,none,9,500,20260816,5,28,0.00011376614510483625,9.378314280183986e-05
soh_only,linear,none,9,500,20260816,5,31,0.00017766671925887082,0.00016075492021627724
soh_only,linear,none,9,500,20260816,5,32,0.00035953193664318864,0.0003249132714699954
soh_only,linear,none,9,500,20260816,5,36,5.6674816808804235e-05,4.6724082494620234e-05
soh_only,linear,none,9,500,20260816,5,39,7.519782375899462e-05,5.9955120377708226e-05
soh_only,linear,none,9,500,20260816,5,46,6.284561862800748e-05,4.936814366374165e-05
soh_only,linear,none,9,500,20260817,1,1,0.0022135101375207237,0.0015451348153874278
soh_only,linear,none,9,500,20260817,1,6,0.0002352125029264575,0.00019995450566057116
soh_only,linear,none,9,500,20260817,1,12,0.0003360610938742943,0.00026204943424090743
soh_only,linear,none,9,500,20260817,1,13,0.00019407618320975537,0.00016083955415524542
soh_only,linear,none,9,500,20260817,1,20,0.00012900308328566248,0.00012277484347578138
soh_only,linear,none,9,500,20260817,1,22,4.4722324612965424e-05,3.509879024932161e-05
soh_only,linear,none,9,500,20260817,1,47,0.00017985665758645645,0.00015498518769163638
soh_only,linear,none,9,500,20260817,1,49,0.00017825340790962623,0.00014605045726057142
soh_only,linear,none,9,500,20260817,2,3,0.0017391221934847949,0.0015412652865052223
soh_only,linear,none,9,500,20260817,2,17,0.00019601424019727567,0.0001690685749053955
soh_only,linear,none,9,500,20260817,2,30,0.00019126680078489786,0.0001309514045715332
soh_only,linear,none,9,500,20260817,2,38,0.00020922951308268388,0.00015757560322526842
soh_only,linear,none,9,500,20260817,2,40,0.00013675702868264731,0.0001065659525920637
soh_only,linear,none,9,500,20260817,2,41,0.0005648517303922138,0.0004719817661680281
soh_only,linear,none,9,500,20260817,2,42,7.291358503791397e-05,5.779266211902723e-05
soh_only,linear,none,9,500,20260817,2,45,0.000181322629479312,0.00014972209464758635
soh_only,linear,none,9,500,20260817,3,7,0.0008168189204034049,0.0006682467646896839
soh_only,linear,none,9,500,20260817,3,8,0.0009352975190046065,0.0007292473455891013
soh_only,linear,none,9,500,20260817,3,23,0.00019141574862260546,0.00014860629744362086
soh_only,linear,none,9,500,20260817,3,26,0.00024402747218932674,0.00020763755310326815
soh_only,linear,none,9,500,20260817,3,33,7.350248763242514e-05,5.6496857723686844e-05
soh_only,linear,none,9,500,20260817,3,34,0.00014333920112052207,0.00011983990407316014
soh_only,linear,none,9,500,20260817,3,35,0.000481063752262357,0.00038730501546524465
soh_only,linear,none,9,500,20260817,3,37,0.00019117621863455668,0.00014667987124994397
soh_only,linear,none,9,500,20260817,4,4,0.0005322398015129516,0.00040817022090777755
soh_only,linear,none,9,500,20260817,4,15,0.00028030360400427615,0.00021424650913104415
soh_only,linear,none,9,500,20260817,4,19,0.00017756345728633696,0.00014658689906354994
soh_only,linear,none,9,500,20260817,4,27,0.00022270049376038375,0.00018966436618939042
soh_only,linear,none,9,500,20260817,4,29,6.40608805262722e-05,5.60188309464138e-05
soh_only,linear,none,9,500,20260817,4,43,0.0005936374620826467,0.0005115664098411798
soh_only,linear,none,9,500,20260817,4,44,0.00022061782245513323,0.00016275167581625283
soh_only,linear,none,9,500,20260817,4,48,0.0002583940478920539,0.00021040081628598273
soh_only,linear,none,9,500,20260817,5,18,0.00024126327942635087,0.00019538641208782792
soh_only,linear,none,9,500,20260817,5,21,0.00011097762624223213,8.882045949576423e-05
soh_only,linear,none,9,500,20260817,5,28,0.00011301739709168474,9.1928246547468e-05
soh_only,linear,none,9,500,20260817,5,31,0.0001750082404597183,0.00015206933312583715
soh_only,linear,none,9,500,20260817,5,32,0.00034446695351251035,0.00031160234357230365
soh_only,linear,none,9,500,20260817,5,36,5.830018712374703e-05,4.8201083700405434e-05
soh_only,linear,none,9,500,20260817,5,39,7.683583757963509e-05,6.065130219212733e-05
soh_only,linear,none,9,500,20260817,5,46,6.280694318714748e-05,4.820227695745416e-05
soh_only,hidden_16_8,16-8,9,746,20260815,1,1,0.0025899110768807915,0.001918379100970924
soh_only,hidden_16_8,16-8,9,746,20260815,1,6,0.00028476143837712867,0.0002420341916149482
soh_only,hidden_16_8,16-8,9,746,20260815,1,12,0.00027171679351612447,0.00021168231614865363
soh_only,hidden_16_8,16-8,9,746,20260815,1,13,0.00015360671477657452,0.0001354670530417934
soh_only,hidden_16_8,16-8,9,746,20260815,1,20,0.0001449883443601012,0.00013987660349812359
soh_only,hidden_16_8,16-8,9,746,20260815,1,22,4.707006526406807e-05,3.6776065826416016e-05
soh_only,hidden_16_8,16-8,9,746,20260815,1,47,0.00018934274561573786,0.00015692472516093403
soh_only,hidden_16_8,16-8,9,746,20260815,1,49,0.00012880758187407457,0.00010091066360473633
soh_only,hidden_16_8,16-8,9,746,20260815,2,3,0.00431803784566898,0.003790732705965638
soh_only,hidden_16_8,16-8,9,746,20260815,2,17,0.00022420753593376607,0.00019247173622716218
soh_only,hidden_16_8,16-8,9,746,20260815,2,30,0.0003992455257475962,0.0003074789128731936
soh_only,hidden_16_8,16-8,9,746,20260815,2,38,0.00019313751827038466,0.0001482474763179198
soh_only,hidden_16_8,16-8,9,746,20260815,2,40,8.920790446369476e-05,7.435321458615363e-05
soh_only,hidden_16_8,16-8,9,746,20260815,2,41,0.00020755582603100271,0.00015558004088234156
soh_only,hidden_16_8,16-8,9,746,20260815,2,42,0.00021214621954580032,0.00016207218868657947
soh_only,hidden_16_8,16-8,9,746,20260815,2,45,9.020003112529228e-05,6.799578841309994e-05
soh_only,hidden_16_8,16-8,9,746,20260815,3,7,0.0016613649159868838,0.0014366793911904097
soh_only,hidden_16_8,16-8,9,746,20260815,3,8,0.0019831411479866025,0.0016376352868974209
soh_only,hidden_16_8,16-8,9,746,20260815,3,23,7.666514061165277e-05,6.504655175376683e-05
soh_only,hidden_16_8,16-8,9,746,20260815,3,26,0.000400778387063378,0.00034074901486746967
soh_only,hidden_16_8,16-8,9,746,20260815,3,33,8.310650527452205e-05,5.5686236009933054e-05
soh_only,hidden_16_8,16-8,9,746,20260815,3,34,0.00016940493615864253,0.00014671802637167275
soh_only,hidden_16_8,16-8,9,746,20260815,3,35,0.0003920620460378608,0.0003375709056854248
soh_only,hidden_16_8,16-8,9,746,20260815,3,37,0.00022202758981058781,0.00017879843653645366
soh_only,hidden_16_8,16-8,9,746,20260815,4,4,0.00100592338855048,0.0007917308830656111
soh_only,hidden_16_8,16-8,9,746,20260815,4,15,0.00032415802895620387,0.000237706903135404
soh_only,hidden_16_8,16-8,9,746,20260815,4,19,0.00020097414364795925,0.00017430544539820403
soh_only,hidden_16_8,16-8,9,746,20260815,4,27,0.0001226736862192568,0.00011011481547029689
soh_only,hidden_16_8,16-8,9,746,20260815,4,29,0.00013810522246001614,0.00013066410610917956
soh_only,hidden_16_8,16-8,9,746,20260815,4,43,0.0004911769060775487,0.0004273152444511652
soh_only,hidden_16_8,16-8,9,746,20260815,4,44,0.00014783602356101315,0.00011720538168447092
soh_only,hidden_16_8,16-8,9,746,20260815,4,48,7.825984313134008e-05,6.587028474314138e-05
soh_only,hidden_16_8,16-8,9,746,20260815,5,18,5.2969922534360583e-05,4.163980338489637e-05
soh_only,hidden_16_8,16-8,9,746,20260815,5,21,0.00010894409645371484,9.27388682612218e-05
soh_only,hidden_16_8,16-8,9,746,20260815,5,28,0.00020425940407664572,0.0001640474802115932
