feature_set,architecture,hidden_layers,n_input,parameters,seed,fold,battery_id,rmse,mae
soh_only,hidden_16_8,16-8,9,746,20260815,5,31,0.00013889386337101545,0.0001092195525416173
soh_only,hidden_16_8,16-8,9,746,20260815,5,32,0.00016620893866415554,0.00014834642934147269
soh_only,hidden_16_8,16-8,9,746,20260815,5,36,4.322239199901615e-05,3.656744956970215e-05
soh_only,hidden_16_8,16-8,9,746,20260815,5,39,0.00011180875770155213,8.44645473989658e-05
soh_only,hidden_16_8,16-8,9,746,20260815,5,46,2.7339789513133226e-05,2.3064612832968123e-05
soh_only,hidden_16_8,16-8,9,746,20260816,1,1,0.002619901304478748,0.001953607890754938
soh_only,hidden_16_8,16-8,9,746,20260816,1,6,0.00028982638239917393,0.0002447915030643344
soh_only,hidden_16_8,16-8,9,746,20260816,1,12,0.00030453531385510747,0.0002147197665181011
soh_only,hidden_16_8,16-8,9,746,20260816,1,13,0.00019470061355929602,0.0001523923856439069
soh_only,hidden_16_8,16-8,9,746,20260816,1,20,0.0001384731741315255,0.00013267755275592208
soh_only,hidden_16_8,16-8,9,746,20260816,1,22,7.136339250788961e-05,5.724906804971397e-05
soh_only,hidden_16_8,16-8,9,746,20260816,1,47,0.00020282324716551362,0.00016764998144935817
soh_only,hidden_16_8,16-8,9,746,20260816,1,49,0.00023035198016529296,0.00016907454119063914
soh_only,hidden_16_8,16-8,9,746,20260816,2,3,0.004342703624606615,0.0038090955931693316
soh_only,hidden_16_8,16-8,9,746,20260816,2,17,0.00028029929463429707,0.00024274825409520417
soh_only,hidden_16_8,16-8,9,746,20260816,2,30,0.0010885337511138042,0.0008745002560317516
soh_only,hidden_16_8,16-8,9,746,20260816,2,38,0.00020122210276385686,0.00014475465286523104
soh_only,hidden_16_8,16-8,9,746,20260816,2,40,8.738680247913956e-05,6.792783824494109e-05
soh_only,hidden_16_8,16-8,9,746,20260816,2,41,0.00027562810582344456,0.0002136826515197754
soh_only,hidden_16_8,16-8,9,746,20260816,2,42,0.00018631274552569803,0.00012824177974835038
soh_only,hidden_16_8,16-8,9,746,20260816,2,45,0.00022146635752809472,0.00018446565081831068
soh_only,hidden_16_8,16-8,9,746,20260816,3,7,0.0014003922327138305,0.0012243890669196844
soh_only,hidden_16_8,16-8,9,746,20260816,3,8,0.002615131134223075,0.0022670149337500334
soh_only,hidden_16_8,16-8,9,746,20260816,3,23,0.00011914908855989343,0.00010371684766141698
soh_only,hidden_16_8,16-8,9,746,20260816,3,26,0.00034367811790736886,0.0003236234188079834
soh_only,hidden_16_8,16-8,9,746,20260816,3,33,7.168755530444359e-05,4.952311428496614e-05
soh_only,hidden_16_8,16-8,9,746,20260816,3,34,8.934438024815319e-05,7.954478496685624e-05
soh_only,hidden_16_8,16-8,9,746,20260816,3,35,0.0004140296001337496,0.0003533947456162423
soh_only,hidden_16_8,16-8,9,746,20260816,3,37,0.0002485539129753617,0.00020309686078689992
soh_only,hidden_16_8,16-8,9,746,20260816,4,4,0.0012578615819315287,0.0009930956875905395
soh_only,hidden_16_8,16-8,9,746,20260816,4,15,0.00030791795258348036,0.00022798776626586914
soh_only,hidden_16_8,16-8,9,746,20260816,4,19,8.408104026942822e-05,7.18736628186889e-05
soh_only,hidden_16_8,16-8,9,746,20260816,4,27,7.674779965830786e-05,6.415605457732454e-05
soh_only,hidden_16_8,16-8,9,746,20260816,4,29,7.07832574313335e-05,6.446123006753623e-05
soh_only,hidden_16_8,16-8,9,746,20260816,4,43,0.00037655757849276727,0.00031281114206649363
soh_only,hidden_16_8,16-8,9,746,20260816,4,44,4.775149819542421e-05,3.793597352341749e-05
soh_only,hidden_16_8,16-8,9,746,20260816,4,48,6.792993057850692e-05,5.9556961787166074e-05
soh_only,hidden_16_8,16-8,9,746,20260816,5,18,6.13389463431358e-05,4.921197978546843e-05
soh_only,hidden_16_8,16-8,9,746,20260816,5,21,8.374292706850305e-05,7.006525993347168e-05
soh_only,hidden_16_8,16-8,9,746,20260816,5,28,0.00018098022628192152,0.00014880657545290887
soh_only,hidden_16_8,16-8,9,746,20260816,5,31,0.00013844687389398956,0.00010902643407462165
soh_only,hidden_16_8,16-8,9,746,20260816,5,32,0.00017067137198737724,0.00015688776329625398
soh_only,hidden_16_8,16-8,9,746,20260816,5,36,5.5499894474285464e-05,4.53960892627947e-05
soh_only,hidden_16_8,16-8,9,746,20260816,5,39,8.602015097033541e-05,6.380915874615312e-05
soh_only,hidden_16_8,16-8,9,746,20260816,5,46,5.010065571271503e-05,3.9230584661709145e-05
soh_only,hidden_16_8,16-8,9,746,20260817,1,1,0.0027000698505654785,0.0020287407096475363
soh_only,hidden_16_8,16-8,9,746,20260817,1,6,0.000295958567420847,0.00025030970573425293
soh_only,hidden_16_8,16-8,9,746,20260817,1,12,0.0002529871103121742,0.00020004749239888042
soh_only,hidden_16_8,16-8,9,746,20260817,1,13,0.00020603515238146574,0.00017618060519453138
soh_only,hidden_16_8,16-8,9,746,20260817,1,20,0.000129012721840843,0.00012391924974508584
soh_only,hidden_16_8,16-8,9,746,20260817,1,22,4.12314793651562e-05,3.184199158567935e-05
soh_only,hidden_16_8,16-8,9,746,20260817,1,47,0.00020846024708389584,0.00016767859051469713
soh_only,hidden_16_8,16-8,9,746,20260817,1,49,0.00022944207035882128,0.00018350362370256335
soh_only,hidden_16_8,16-8,9,746,20260817,2,3,0.004306991714484727,0.003778072539716959
soh_only,hidden_16_8,16-8,9,746,20260817,2,17,0.00021778720761850783,0.00018813490169122815
soh_only,hidden_16_8,16-8,9,746,20260817,2,30,0.0007165242311487406,0.0005463576526381075
soh_only,hidden_16_8,16-8,9,746,20260817,2,38,0.0001880216686335798,0.00013769864744972438
soh_only,hidden_16_8,16-8,9,746,20260817,2,40,8.865684005928524e-05,6.674647011095658e-05
soh_only,hidden_16_8,16-8,9,746,20260817,2,41,0.0003566481761188918,0.0002838957298081368
soh_only,hidden_16_8,16-8,9,746,20260817,2,42,9.761087277032591e-05,6.8564411776606e-05
soh_only,hidden_16_8,16-8,9,746,20260817,2,45,0.00017772596902587047,0.00015657662879675627
soh_only,hidden_16_8,16-8,9,746,20260817,3,7,0.0016005512102989514,0.0013924908125773072
soh_only,hidden_16_8,16-8,9,746,20260817,3,8,0.00290893397459259,0.002522079972550273
soh_only,hidden_16_8,16-8,9,746,20260817,3,23,0.00031399821909106757,0.000275934929959476
soh_only,hidden_16_8,16-8,9,746,20260817,3,26,0.0005607389568388873,0.0005008125444874167
soh_only,hidden_16_8,16-8,9,746,20260817,3,33,6.080998657356682e-05,4.846930460189469e-05
soh_only,hidden_16_8,16-8,9,746,20260817,3,34,9.040340339484999e-05,7.268190529430285e-05
soh_only,hidden_16_8,16-8,9,746,20260817,3,35,0.0005377525898493955,0.00045684815268032253
soh_only,hidden_16_8,16-8,9,746,20260817,3,37,0.0003489397837479604,0.00027703045634552836
soh_only,hidden_16_8,16-8,9,746,20260817,4,4,0.000930315344696479,0.0007266020984388888
soh_only,hidden_16_8,16-8,9,746,20260817,4,15,0.0003835409158912568,0.0002904009888879955
soh_only,hidden_16_8,16-8,9,746,20260817,4,19,0.00024334253039784307,0.00020332336134742945
soh_only,hidden_16_8,16-8,9,746,20260817,4,27,0.00013752781456747025,0.00010862231283681467
soh_only,hidden_16_8,16-8,9,746,20260817,4,29,0.0001166915974600147,0.00011044860002584755
soh_only,hidden_16_8,16-8,9,746,20260817,4,43,0.00046613513584037384,0.00039066432509571314
soh_only,hidden_16_8,16-8,9,746,20260817,4,44,0.00018360550767875902,0.0001392173726344481
soh_only,hidden_16_8,16-8,9,746,20260817,4,48,0.00012656803869243185,0.00010291337821399793
soh_only,hidden_16_8,16-8,9,746,20260817,5,18,7.66461067165617e-05,6.615519669139758e-05
soh_only,hidden_16_8,16-8,9,746,20260817,5,21,0.00010060822643297333,8.298992906929925e-05
soh_only,hidden_16_8,16-8,9,746,20260817,5,28,0.00011925530663067954,9.462237358093262e-05
soh_only,hidden_16_8,16-8,9,746,20260817,5,31,0.00017431460653222674,0.00013805866183247417
soh_only,hidden_16_8,16-8,9,746,20260817,5,32,0.0002346450078590929,0.0002113962109433487
soh_only,hidden_16_8,16-8,9,746,20260817,5,36,4.83360020914859e-05,3.971219121012837e-05
soh_only,hidden_16_8,16-8,9,746,20260817,5,39,0.00010621319412738761,7.821202598279342e-05
soh_only,hidden_16_8,16-8,9,746,20260817,5,46,0.00013239600464292977,0.00010220885451417416
soh_only,hidden_32_16,32-16,9,1698,20260815,1,1,0.0025453478175921605,0.0018793881172314286
soh_only,hidden_32_16,32-16,9,1698,20260815,1,6,0.00025015913902846427,0.00021141409524716437
soh_only,hidden_32_16,32-16,9,1698,20260815,1,12,0.0002465197956490018,0.00017100333934649825
soh_only,hidden_32_16,32-16,9,1698,20260815,1,13,0.00017970244871950633,0.00013764739560429007
soh_only,hidden_32_16,32-16,9,1698,20260815,1,20,7.526323835211134e-05,6.669163849437609e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,1,22,8.60586890274886e-05,6.03342050453648e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,1,47,0.00013307777817418343,0.00011304020881652832
soh_only,hidden_32_16,32-16,9,1698,20260815,1,49,0.00019656889818636783,0.0001539897930342704
soh_only,hidden_32_16,32-16,9,1698,20260815,2,3,0.004403593815140265,0.0038659251295030117
soh_only,hidden_32_16,32-16,9,1698,20260815,2,17,0.0002352155992818867,0.0002048063324764371
soh_only,hidden_32_16,32-16,9,1698,20260815,2,30,0.0006523417052181323,0.0005582654266618192
soh_only,hidden_32_16,32-16,9,1698,20260815,2,38,0.00010152607621465696,7.599592208862305e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,2,40,8.384361568841895e-05,6.990790279814973e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,2,41,0.00016241903147894477,0.00013172029866836965
soh_only,hidden_32_16,32-16,9,1698,20260815,2,42,0.000214262987961613,0.00015396832895930856
soh_only,hidden_32_16,32-16,9,1698,20260815,2,45,9.532350966698357e-05,8.139729470713064e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,3,7,0.0015396529129354307,0.001323511591181159
soh_only,hidden_32_16,32-16,9,1698,20260815,3,8,0.0023299910853670394,0.0020419908687472343
soh_only,hidden_32_16,32-16,9,1698,20260815,3,23,8.742302877194666e-05,7.344365440076217e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,3,26,0.00024788516225766145,0.000188356643775478
soh_only,hidden_32_16,32-16,9,1698,20260815,3,33,6.204737952435461e-05,4.8152207455132157e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,3,34,0.0001505699392635288,0.00013609886809717864
soh_only,hidden_32_16,32-16,9,1698,20260815,3,35,0.0004450194705880946,0.0003897798014804721
soh_only,hidden_32_16,32-16,9,1698,20260815,3,37,0.0003058812808103631,0.00024363875854760408
soh_only,hidden_32_16,32-16,9,1698,20260815,4,4,0.0008242232349923481,0.000631560105830431
soh_only,hidden_32_16,32-16,9,1698,20260815,4,15,0.0003286554063302126,0.00024557471624575555
soh_only,hidden_32_16,32-16,9,1698,20260815,4,19,8.904329484318557e-05,8.159995195455849e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,4,27,0.000137405261337311,0.00012441516446415335
soh_only,hidden_32_16,32-16,9,1698,20260815,4,29,7.274061018398656e-05,5.877375588170253e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,4,43,0.00036504006183984516,0.0003269481530878693
soh_only,hidden_32_16,32-16,9,1698,20260815,4,44,4.203598820838225e-05,3.84473787562456e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,4,48,8.313633065617063e-05,6.293058686424047e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,18,7.27514917233441e-05,6.520867464132607e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,21,6.559380802706376e-05,5.557537224376574e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,28,0.000158919318559637,0.00013299107376951724
soh_only,hidden_32_16,32-16,9,1698,20260815,5,31,0.00012880794043381826,9.563565254211426e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,32,0.0001546435530492962,0.00013554930046666414
soh_only,hidden_32_16,32-16,9,1698,20260815,5,36,4.483942135579659e-05,3.655552791315131e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,39,9.528252707621816e-05,6.648540147580206e-05
soh_only,hidden_32_16,32-16,9,1698,20260815,5,46,3.1991923779140496e-05,2.7686357498168945e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,1,1,0.0025708752218735,0.0019085109233856201
soh_only,hidden_32_16,32-16,9,1698,20260816,1,6,0.0002830530258132602,0.00023738383606541902
soh_only,hidden_32_16,32-16,9,1698,20260816,1,12,0.00024172530494582126,0.00017460227536503226
soh_only,hidden_32_16,32-16,9,1698,20260816,1,13,0.00013890894754446328,0.000112513305793982
soh_only,hidden_32_16,32-16,9,1698,20260816,1,20,0.0001668420515870395,0.00015669583808630705
soh_only,hidden_32_16,32-16,9,1698,20260816,1,22,2.744132583325654e-05,2.2337437258102e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,1,47,0.0002098093655951783,0.0001745450426824391
soh_only,hidden_32_16,32-16,9,1698,20260816,1,49,0.0001517349355603907,0.00012666464317589998
soh_only,hidden_32_16,32-16,9,1698,20260816,2,3,0.00429000657753354,0.0037581599317491055
soh_only,hidden_32_16,32-16,9,1698,20260816,2,17,0.00018593526350291814,0.0001579499221406877
soh_only,hidden_32_16,32-16,9,1698,20260816,2,30,0.0007214690781838332,0.0005666887736879289
soh_only,hidden_32_16,32-16,9,1698,20260816,2,38,0.00012185210431375524,8.712053386261687e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,2,40,7.695034665348467e-05,6.481170566985384e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,2,41,0.0001075390116385043,9.202718501910567e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,2,42,0.00019245744480685475,0.00013575077173300087
soh_only,hidden_32_16,32-16,9,1698,20260816,2,45,0.00010735687164503536,8.97705540410243e-05
soh_only,hidden_32_16,32-16,9,1698,20260816,3,7,0.0016622401076565475,0.0014194488758221269
