held_out_policy,observed_life,idw_life_pred,ape_pct
5C_67PER_4C,1134.8,1114.4617798429917,1.7922294815833812
5_3C_54PER_4C,1074.0,1079.796976342167,0.5397557115611731
5_6C_36PER_4_3C,939.0,1031.1865905867717,9.817528284001241
5_6C_19PER_4_6C,947.0,978.4705937213855,3.3231883549509518
3_7C_31PER_5_9C,654.5,1180.3475440495765,80.34339863247922
4_8C_80PER_4_8C,1569.6666666666667,1036.8467755668003,33.944779641104255
