model,term,coefficient_log_eol,std_error,p_classical_descriptive
two_window_log_eol_wls,Intercept,20.302211849199825,6.256177622714075,0.047664521176686535
two_window_log_eol_wls,E_low,-0.0345758817834407,0.017072606477818802,0.13596860676317812
two_window_log_eol_wls,E_high,-0.033991295487589994,0.014798737211664163,0.10528681011877274
raw_parameter_log_eol_wls,Intercept,2.6577045994360597,1.5639206153206366,0.23134704869708897
raw_parameter_log_eol_wls,C1,0.4423084601556866,0.15607525969093983,0.10522474078655694
raw_parameter_log_eol_wls,Q1,0.013446040015393962,0.0031723498160324236,0.0514091630437069
raw_parameter_log_eol_wls,C2,0.30227372910716654,0.15526870435084825,0.19094277249716324
