use_policy,architecture,hidden_layers,parameters,n_input,seed,fold,battery_id,rmse,mae
False,hidden_8,8,546,11,20260817,1,22,4.333842562640911e-05,3.334402936161496e-05
False,hidden_8,8,546,11,20260817,1,47,0.00014583804143392348,0.0001324284094152972
False,hidden_8,8,546,11,20260817,1,49,0.0001402725318422985,0.00011663079203572124
False,hidden_8,8,546,11,20260817,2,3,0.004005773393534385,0.003465744201093912
False,hidden_8,8,546,11,20260817,2,17,0.00017142421740353416,0.00014927625306881964
False,hidden_8,8,546,11,20260817,2,30,0.000152139568533575,0.00010455250594532117
False,hidden_8,8,546,11,20260817,2,38,0.0002128988135411142,0.0001447081594960764
False,hidden_8,8,546,11,20260817,2,40,9.151944324144091e-05,6.367921741912141e-05
False,hidden_8,8,546,11,20260817,2,41,0.00015987086332366272,0.00010629534517647699
False,hidden_8,8,546,11,20260817,2,42,0.000115721281914511,9.069323277799413e-05
False,hidden_8,8,546,11,20260817,2,45,8.954193438310361e-05,7.452130375895649e-05
False,hidden_8,8,546,11,20260817,3,7,0.00043335067449190313,0.00035649657365866005
False,hidden_8,8,546,11,20260817,3,8,0.006474181319488239,0.00560667272657156
False,hidden_8,8,546,11,20260817,3,23,0.0003701471284129346,0.0002947533212136477
False,hidden_8,8,546,11,20260817,3,26,0.0008926209155993647,0.00073592783883214
False,hidden_8,8,546,11,20260817,3,33,0.00023087812028560798,0.00018890858336817473
False,hidden_8,8,546,11,20260817,3,34,7.246541168425631e-05,5.1300525228725746e-05
False,hidden_8,8,546,11,20260817,3,35,0.0005919930918582056,0.0005359578062780201
False,hidden_8,8,546,11,20260817,3,37,0.0003842096168903119,0.0003206837282050401
False,hidden_8,8,546,11,20260817,4,4,0.0004339439195200297,0.0003212499723304063
False,hidden_8,8,546,11,20260817,4,15,0.0003005433579155868,0.0002309143601451069
False,hidden_8,8,546,11,20260817,4,19,7.462543479908904e-05,5.742669236497022e-05
False,hidden_8,8,546,11,20260817,4,27,0.000147586853788759,0.00013080835924483836
False,hidden_8,8,546,11,20260817,4,29,0.00018316781794213894,0.00017060160462278873
False,hidden_8,8,546,11,20260817,4,43,0.0006682476388510384,0.0005773770972155035
False,hidden_8,8,546,11,20260817,4,44,4.3325076842218463e-05,3.520488826325163e-05
False,hidden_8,8,546,11,20260817,4,48,0.00017989125168887084,0.0001432824064977467
False,hidden_8,8,546,11,20260817,5,18,0.00014853156968052493,0.00012348055315669626
False,hidden_8,8,546,11,20260817,5,21,0.00011006632744454328,8.890271419659257e-05
False,hidden_8,8,546,11,20260817,5,28,0.00012329465340029823,0.00010039448534371331
False,hidden_8,8,546,11,20260817,5,31,0.00017701003015688671,0.00013305067841429263
False,hidden_8,8,546,11,20260817,5,32,0.00015022882183425546,9.705305274110287e-05
False,hidden_8,8,546,11,20260817,5,36,0.00012538162533361436,0.00010914087033597752
False,hidden_8,8,546,11,20260817,5,39,4.4649354628491603e-05,3.4537315514171496e-05
False,hidden_8,8,546,11,20260817,5,46,0.002040692794686929,0.0017843449022620916
False,hidden_16,16,1042,11,20260815,1,1,0.0026157388121075013,0.0019146454287692904
False,hidden_16,16,1042,11,20260815,1,6,0.0004275638226977941,0.00037552713183686137
False,hidden_16,16,1042,11,20260815,1,12,0.00019420206776463395,0.0001414489815942943
False,hidden_16,16,1042,11,20260815,1,13,0.0001473936757809283,0.0001343798649031669
False,hidden_16,16,1042,11,20260815,1,20,0.00012474327291196649,0.00011962413555011153
False,hidden_16,16,1042,11,20260815,1,22,7.263063512309448e-05,5.841493475600146e-05
False,hidden_16,16,1042,11,20260815,1,47,0.00018026340633403327,0.00015269994037225842
False,hidden_16,16,1042,11,20260815,1,49,0.00010174146219898067,8.122206054395065e-05
False,hidden_16,16,1042,11,20260815,2,3,0.0035499424465746136,0.00302691338583827
False,hidden_16,16,1042,11,20260815,2,17,0.00018979345020265836,0.00016536712064407766
False,hidden_16,16,1042,11,20260815,2,30,0.0005272251824544609,0.00046988128451630473
False,hidden_16,16,1042,11,20260815,2,38,0.00022003684927109443,0.00015938401338644326
False,hidden_16,16,1042,11,20260815,2,40,6.63973203405775e-05,4.1294097172794864e-05
False,hidden_16,16,1042,11,20260815,2,41,0.00022543846163914667,0.0001606023288331926
False,hidden_16,16,1042,11,20260815,2,42,0.00013300907696673527,9.921789023792371e-05
False,hidden_16,16,1042,11,20260815,2,45,0.00014244228169688427,0.00012215255992487073
False,hidden_16,16,1042,11,20260815,3,7,0.0006278014148592583,0.0004601037362590432
False,hidden_16,16,1042,11,20260815,3,8,0.0035679129345948866,0.003044804325327277
False,hidden_16,16,1042,11,20260815,3,23,0.00015143749763820257,0.00011394381726859137
False,hidden_16,16,1042,11,20260815,3,26,0.000877402431013757,0.0007515180041082203
False,hidden_16,16,1042,11,20260815,3,33,0.000137216934865182,0.00010980367369484156
False,hidden_16,16,1042,11,20260815,3,34,8.185192787978463e-05,6.60812875139527e-05
False,hidden_16,16,1042,11,20260815,3,35,0.0015977254943548957,0.0014082586858421564
False,hidden_16,16,1042,11,20260815,3,37,0.00032498842114424346,0.000283739558653906
False,hidden_16,16,1042,11,20260815,4,4,0.0008166607590611058,0.0006413042428903282
False,hidden_16,16,1042,11,20260815,4,15,0.00033787009476509913,0.00025172234745696187
False,hidden_16,16,1042,11,20260815,4,19,9.888412813740546e-05,7.588267180835828e-05
False,hidden_16,16,1042,11,20260815,4,27,9.045972018246074e-05,8.281588816316798e-05
False,hidden_16,16,1042,11,20260815,4,29,0.00011717243451909457,0.00011014223127858713
False,hidden_16,16,1042,11,20260815,4,43,0.0006138384624344049,0.000530871155206114
False,hidden_16,16,1042,11,20260815,4,44,8.885476331095459e-05,7.716655818512663e-05
False,hidden_16,16,1042,11,20260815,4,48,0.00019127109148067673,0.0001485419343225658
False,hidden_16,16,1042,11,20260815,5,18,3.166336868961906e-05,2.630591370689217e-05
False,hidden_16,16,1042,11,20260815,5,21,7.835914429828925e-05,6.721496902173385e-05
False,hidden_16,16,1042,11,20260815,5,28,9.057625939323533e-05,7.494568853871897e-05
False,hidden_16,16,1042,11,20260815,5,31,0.00014655655581610345,0.00011770128912758082
False,hidden_16,16,1042,11,20260815,5,32,7.866084046997242e-05,6.621837383136153e-05
False,hidden_16,16,1042,11,20260815,5,36,0.00015283613644803733,0.0001361715840175748
False,hidden_16,16,1042,11,20260815,5,39,5.3088443755920855e-05,3.5188197216484696e-05
False,hidden_16,16,1042,11,20260815,5,46,0.0004030559866467582,0.00034908534144051373
False,hidden_16,16,1042,11,20260816,1,1,0.002298316322094458,0.0015998614253476262
False,hidden_16,16,1042,11,20260816,1,6,0.0006031492697148348,0.0004539525543805212
False,hidden_16,16,1042,11,20260816,1,12,9.440535623267827e-05,7.947206177050248e-05
False,hidden_16,16,1042,11,20260816,1,13,0.00016558985624845542,0.00014109611220192164
False,hidden_16,16,1042,11,20260816,1,20,0.00017280298350758283,0.00016552209854125977
False,hidden_16,16,1042,11,20260816,1,22,5.660521619497483e-05,4.344940316514112e-05
False,hidden_16,16,1042,11,20260816,1,47,0.00024829326236598534,0.0002101731370203197
False,hidden_16,16,1042,11,20260816,1,49,0.00019286116958951895,0.00015889645146671683
False,hidden_16,16,1042,11,20260816,2,3,0.00403205087442236,0.003421412780880928
False,hidden_16,16,1042,11,20260816,2,17,0.00022428401775440848,0.00019791125669144094
False,hidden_16,16,1042,11,20260816,2,30,0.0005299105949282168,0.0004721915756817907
False,hidden_16,16,1042,11,20260816,2,38,0.00014634972293335884,9.525537461740896e-05
False,hidden_16,16,1042,11,20260816,2,40,5.6381599046313295e-05,3.757953527383506e-05
False,hidden_16,16,1042,11,20260816,2,41,0.00011050068587446512,9.653091547079384e-05
False,hidden_16,16,1042,11,20260816,2,42,0.00020104605155594316,0.0001574826310388744
False,hidden_16,16,1042,11,20260816,2,45,8.815627713301524e-05,7.546543929493055e-05
False,hidden_16,16,1042,11,20260816,3,7,0.0006919741415945848,0.0005341398646123707
False,hidden_16,16,1042,11,20260816,3,8,0.0039860761807039916,0.0034654701594263315
False,hidden_16,16,1042,11,20260816,3,23,0.0002962758815235453,0.000211379534448497
False,hidden_16,16,1042,11,20260816,3,26,0.00017738555586786035,0.00016413569392170757
False,hidden_16,16,1042,11,20260816,3,33,0.0001373295413530116,0.00010524988465476781
False,hidden_16,16,1042,11,20260816,3,34,8.40913864454226e-05,5.341887299437076e-05
False,hidden_16,16,1042,11,20260816,3,35,0.0007693837366180389,0.0006847798940725625
False,hidden_16,16,1042,11,20260816,3,37,0.0002466400300805301,0.0002134931128239259
False,hidden_16,16,1042,11,20260816,4,4,0.0005916480139589869,0.00044477940537035465
False,hidden_16,16,1042,11,20260816,4,15,0.0003666826008765294,0.00027062295703217387
False,hidden_16,16,1042,11,20260816,4,19,0.00016687229679408688,0.00013398170995060354
False,hidden_16,16,1042,11,20260816,4,27,6.17588580379835e-05,5.16235813847743e-05
False,hidden_16,16,1042,11,20260816,4,29,0.000126581469281406,0.00012001991126453504
False,hidden_16,16,1042,11,20260816,4,43,0.0005702153287784436,0.0004925703979097307
False,hidden_16,16,1042,11,20260816,4,44,4.83689075690294e-05,3.871679291478358e-05
False,hidden_16,16,1042,11,20260816,4,48,0.0001263399501600592,0.00010045528324553743
False,hidden_16,16,1042,11,20260816,5,18,9.493938511380862e-05,7.566928979940712e-05
False,hidden_16,16,1042,11,20260816,5,21,0.00012461182448061958,0.00010224700235994533
False,hidden_16,16,1042,11,20260816,5,28,8.85240450656284e-05,7.129073492251337e-05
False,hidden_16,16,1042,11,20260816,5,31,8.1746613193226e-05,6.360888801282272e-05
False,hidden_16,16,1042,11,20260816,5,32,9.835743042829136e-05,7.595658098580316e-05
False,hidden_16,16,1042,11,20260816,5,36,0.00016018774065839733,0.00013928413682151586
False,hidden_16,16,1042,11,20260816,5,39,0.00010603976637157238,7.746100163785741e-05
False,hidden_16,16,1042,11,20260816,5,46,0.0008727949958967562,0.0007713353843428195
False,hidden_16,16,1042,11,20260817,1,1,0.0024713956083078576,0.001783682149834931
False,hidden_16,16,1042,11,20260817,1,6,0.0006085686188381681,0.000500128255225718
False,hidden_16,16,1042,11,20260817,1,12,0.00024098453471559683,0.00022337674454320222
False,hidden_16,16,1042,11,20260817,1,13,0.00019088793922597007,0.00015664458624087274
False,hidden_16,16,1042,11,20260817,1,20,0.0001487911679932294,0.00014109611220192164
False,hidden_16,16,1042,11,20260817,1,22,3.516416261153581e-05,2.7414560463512316e-05
False,hidden_16,16,1042,11,20260817,1,47,0.0002755814804900132,0.0002482151903677732
False,hidden_16,16,1042,11,20260817,1,49,0.00015750721645600816,0.00011849999282276258
False,hidden_16,16,1042,11,20260817,2,3,0.003744554689368945,0.0032535528298467398
False,hidden_16,16,1042,11,20260817,2,17,0.00018598477337915817,0.00016655684157740325
False,hidden_16,16,1042,11,20260817,2,30,0.00023667109354015163,0.0001731741358526051
False,hidden_16,16,1042,11,20260817,2,38,0.00017127405306927468,0.00011996626562904567
False,hidden_16,16,1042,11,20260817,2,40,4.55563762899813e-05,3.54087351297494e-05
False,hidden_16,16,1042,11,20260817,2,41,0.00021740424662568305,0.0001732039381749928
False,hidden_16,16,1042,11,20260817,2,42,0.00017747583004395711,0.0001435375161236152
False,hidden_16,16,1042,11,20260817,2,45,9.697453604589163e-05,7.819890743121505e-05
False,hidden_16,16,1042,11,20260817,3,7,0.0004389024919174219,0.0003291750035714358
False,hidden_16,16,1042,11,20260817,3,8,0.00422539222150435,0.003654648084193468
False,hidden_16,16,1042,11,20260817,3,23,9.812982955679611e-05,7.777095015626401e-05
False,hidden_16,16,1042,11,20260817,3,26,0.0007948537529306535,0.0006547176744788885
False,hidden_16,16,1042,11,20260817,3,33,9.498482655399383e-05,7.91025158832781e-05
False,hidden_16,16,1042,11,20260817,3,34,8.665549898089725e-05,6.345153087750077e-05
False,hidden_16,16,1042,11,20260817,3,35,0.000858641400318108,0.0007928907871246338
False,hidden_16,16,1042,11,20260817,3,37,0.0003804192570795583,0.00032413244480267167
False,hidden_16,16,1042,11,20260817,4,4,0.00026671713922000106,0.0002209007798228413
False,hidden_16,16,1042,11,20260817,4,15,0.0003151635483676427,0.00023174285888671875
False,hidden_16,16,1042,11,20260817,4,19,8.169667318126159e-05,5.752682773163542e-05
False,hidden_16,16,1042,11,20260817,4,27,0.00011455080783878003,0.00010597347863949835
False,hidden_16,16,1042,11,20260817,4,29,0.0001291928716182873,0.00011852025636471808
False,hidden_16,16,1042,11,20260817,4,43,0.0004372503790288659,0.0003795528318732977
False,hidden_16,16,1042,11,20260817,4,44,2.3011044294888846e-05,1.801371581677813e-05
False,hidden_16,16,1042,11,20260817,4,48,0.00010032360791818825,7.770657248329371e-05
False,hidden_16,16,1042,11,20260817,5,18,5.5688324875139925e-05,4.7079323849175125e-05
False,hidden_16,16,1042,11,20260817,5,21,9.085479323192767e-05,7.613182242494076e-05
False,hidden_16,16,1042,11,20260817,5,28,0.00011311322567438077,9.171724377665669e-05
False,hidden_16,16,1042,11,20260817,5,31,0.0001381777856025346,0.00010836363071575761
False,hidden_16,16,1042,11,20260817,5,32,9.81662804337363e-05,6.925701745785773e-05
False,hidden_16,16,1042,11,20260817,5,36,0.00011965552272741863,0.00010566711716819555
False,hidden_16,16,1042,11,20260817,5,39,7.45367909613703e-05,5.516648161574267e-05
False,hidden_16,16,1042,11,20260817,5,46,0.0013213560748000334,0.001148470677435398
False,hidden_16_8,16-8,778,11,20260815,1,1,0.002256228569115267,0.0015774333151057363
False,hidden_16_8,16-8,778,11,20260815,1,6,0.00044408345288771605,0.00035983562702313066
False,hidden_16_8,16-8,778,11,20260815,1,12,0.0005681651556390285,0.0004476213362067938
False,hidden_16_8,16-8,778,11,20260815,1,13,0.00024344115288990647,0.0002059829275822267
False,hidden_16_8,16-8,778,11,20260815,1,20,0.00012474539466901172,0.00011504888243507594
False,hidden_16_8,16-8,778,11,20260815,1,22,7.276424226699924e-05,5.851388050359674e-05
False,hidden_16_8,16-8,778,11,20260815,1,47,0.0006960859379054435,0.0005851328605785966
False,hidden_16_8,16-8,778,11,20260815,1,49,0.0001870412747424647,0.00015552282275166363
False,hidden_16_8,16-8,778,11,20260815,2,3,0.002394151554188577,0.002059805439785123
False,hidden_16_8,16-8,778,11,20260815,2,17,0.0003565837798421186,0.00030680058989673853
False,hidden_16_8,16-8,778,11,20260815,2,30,0.000334339885041248,0.00031071066041477025
False,hidden_16_8,16-8,778,11,20260815,2,38,0.00035342655416812193,0.00026522992993704975
False,hidden_16_8,16-8,778,11,20260815,2,40,9.85859428163183e-05,5.967140168650076e-05
False,hidden_16_8,16-8,778,11,20260815,2,41,0.0007373569356823262,0.0005850493907928467
False,hidden_16_8,16-8,778,11,20260815,2,42,0.00013724976747536542,0.00010329484939575195
False,hidden_16_8,16-8,778,11,20260815,2,45,5.248221761694751e-05,4.5858621888328344e-05
False,hidden_16_8,16-8,778,11,20260815,3,7,0.0010743085088130535,0.0008503770804964006
False,hidden_16_8,16-8,778,11,20260815,3,8,0.0019718133819717795,0.0016370308585464954
False,hidden_16_8,16-8,778,11,20260815,3,23,0.00011573695351357657,9.516954742139205e-05
False,hidden_16_8,16-8,778,11,20260815,3,26,0.000594601214179971,0.0004818653978873044
False,hidden_16_8,16-8,778,11,20260815,3,33,0.0003389178175601408,0.00027602672344073653
False,hidden_16_8,16-8,778,11,20260815,3,34,0.0001726317422329101,0.00011709093814715743
False,hidden_16_8,16-8,778,11,20260815,3,35,0.0009444639275262739,0.0008745717932470143
False,hidden_16_8,16-8,778,11,20260815,3,37,0.00027659581487426337,0.00023152708308771253
False,hidden_16_8,16-8,778,11,20260815,4,4,0.0009391285738176952,0.00072432158049196
False,hidden_16_8,16-8,778,11,20260815,4,15,0.00031326186056872805,0.00023504138516727835
False,hidden_16_8,16-8,778,11,20260815,4,19,8.869721907644978e-05,7.904052472440526e-05
False,hidden_16_8,16-8,778,11,20260815,4,27,9.246927315105013e-05,8.202672324841842e-05
False,hidden_16_8,16-8,778,11,20260815,4,29,0.00018288595249232466,0.00016746640903875232
False,hidden_16_8,16-8,778,11,20260815,4,43,0.0004572517635900543,0.0003979837929364294
False,hidden_16_8,16-8,778,11,20260815,4,44,0.00015010825385546693,0.00013604163541458547
False,hidden_16_8,16-8,778,11,20260815,4,48,0.00012296443995605234,9.843349107541144e-05
False,hidden_16_8,16-8,778,11,20260815,5,18,0.00011171415951045146,9.84215730568394e-05
False,hidden_16_8,16-8,778,11,20260815,5,21,7.628165086391573e-05,6.458521238528192e-05
False,hidden_16_8,16-8,778,11,20260815,5,28,0.00010334825363089524,8.207440259866416e-05
False,hidden_16_8,16-8,778,11,20260815,5,31,7.775107776929549e-05,6.20317441644147e-05
False,hidden_16_8,16-8,778,11,20260815,5,32,7.771515728912328e-05,6.066799323889427e-05
False,hidden_16_8,16-8,778,11,20260815,5,36,5.379814291265746e-05,4.45199002570007e-05
False,hidden_16_8,16-8,778,11,20260815,5,39,8.46978279581419e-05,5.9692858485504985e-05
False,hidden_16_8,16-8,778,11,20260815,5,46,0.0010801161069103889,0.0009379410766996443
False,hidden_16_8,16-8,778,11,20260816,1,1,0.0027543770259515787,0.0020799601916223764
False,hidden_16_8,16-8,778,11,20260816,1,6,4.927124323610165e-05,3.937602014048025e-05
False,hidden_16_8,16-8,778,11,20260816,1,12,0.00045294182549615884,0.00035531044704839587
False,hidden_16_8,16-8,778,11,20260816,1,13,0.000279079156588633,0.00023211837105918676
False,hidden_16_8,16-8,778,11,20260816,1,20,0.00016766634013854593,0.0001611733459867537
False,hidden_16_8,16-8,778,11,20260816,1,22,5.705035813833257e-05,4.2390824091853574e-05
False,hidden_16_8,16-8,778,11,20260816,1,47,0.0007666526897519027,0.0006298601510934532
False,hidden_16_8,16-8,778,11,20260816,1,49,0.0001818187005263461,0.0001387608062941581
False,hidden_16_8,16-8,778,11,20260816,2,3,0.0024000180048978498,0.002090893918648362
False,hidden_16_8,16-8,778,11,20260816,2,17,0.000371821437211244,0.0003157627652399242
False,hidden_16_8,16-8,778,11,20260816,2,30,0.0006216423271267971,0.0004947733832523227
False,hidden_16_8,16-8,778,11,20260816,2,38,0.0003039325759963322,0.00023173332738224417
False,hidden_16_8,16-8,778,11,20260816,2,40,0.0001519735584759723,0.0001108062278944999
False,hidden_16_8,16-8,778,11,20260816,2,41,0.00030640907279622006,0.00023439765209332108
False,hidden_16_8,16-8,778,11,20260816,2,42,6.14654024152233e-05,5.4214000556385145e-05
False,hidden_16_8,16-8,778,11,20260816,2,45,6.63713075554811e-05,5.075216176919639e-05
False,hidden_16_8,16-8,778,11,20260816,3,7,0.0014064567210844453,0.0012020289432257414
False,hidden_16_8,16-8,778,11,20260816,3,8,0.001055420318556728,0.0009301650570705533
False,hidden_16_8,16-8,778,11,20260816,3,23,0.00018617064017783003,0.00014943837595637888
False,hidden_16_8,16-8,778,11,20260816,3,26,0.0006092491382512384,0.0004972600727342069
False,hidden_16_8,16-8,778,11,20260816,3,33,0.000289891048791319,0.00023426413827110082
False,hidden_16_8,16-8,778,11,20260816,3,34,0.00010405547333049842,7.16078284312971e-05
False,hidden_16_8,16-8,778,11,20260816,3,35,0.0012105145446246366,0.0011016225907951593
False,hidden_16_8,16-8,778,11,20260816,3,37,0.0005798052106952096,0.00048648356460034847
False,hidden_16_8,16-8,778,11,20260816,4,4,0.000652239855325718,0.0005168700008653104
False,hidden_16_8,16-8,778,11,20260816,4,15,0.00035168972995170864,0.00026956916553899646
False,hidden_16_8,16-8,778,11,20260816,4,19,0.00014132028738286358,0.0001243281294591725
False,hidden_16_8,16-8,778,11,20260816,4,27,0.00010510080438579493,9.387135651195422e-05
False,hidden_16_8,16-8,778,11,20260816,4,29,0.00013416708306799745,0.00012549280654639006
False,hidden_16_8,16-8,778,11,20260816,4,43,0.000434851305899933,0.00037474872078746557
False,hidden_16_8,16-8,778,11,20260816,4,44,0.00011777532798452364,9.505629714112729e-05
False,hidden_16_8,16-8,778,11,20260816,4,48,0.0001492988500202372,0.00012208461703266948
False,hidden_16_8,16-8,778,11,20260816,5,18,6.880149326574535e-05,5.714893268304877e-05
False,hidden_16_8,16-8,778,11,20260816,5,21,0.000184474883050381,0.00015712380991317332
False,hidden_16_8,16-8,778,11,20260816,5,28,0.00011040198225893408,9.046793275047094e-05
False,hidden_16_8,16-8,778,11,20260816,5,31,8.619968983867817e-05,6.830692291259766e-05
False,hidden_16_8,16-8,778,11,20260816,5,32,0.00016335130568227604,0.00014063477283343673
False,hidden_16_8,16-8,778,11,20260816,5,36,6.242203317409034e-05,5.080819028080441e-05
False,hidden_16_8,16-8,778,11,20260816,5,39,0.0001101452550073063,8.839130168780684e-05
False,hidden_16_8,16-8,778,11,20260816,5,46,0.0007754648858356146,0.0006545448559336364
False,hidden_16_8,16-8,778,11,20260817,1,1,0.002192447474289159,0.0015320718521252275
False,hidden_16_8,16-8,778,11,20260817,1,6,0.0008101626097608187,0.000694515707436949
False,hidden_16_8,16-8,778,11,20260817,1,12,0.000167828412071105,0.00015531539975199848
False,hidden_16_8,16-8,778,11,20260817,1,13,0.00016084958075131294,0.0001360285241389647
False,hidden_16_8,16-8,778,11,20260817,1,20,0.00023642131821775424,0.00021916269906796515
False,hidden_16_8,16-8,778,11,20260817,1,22,6.10311725331992e-05,4.461407661437988e-05
False,hidden_16_8,16-8,778,11,20260817,1,47,0.00021772528367815084,0.00020445584959816188
False,hidden_16_8,16-8,778,11,20260817,1,49,0.0002136711043665519,0.0001814746792661026
False,hidden_16_8,16-8,778,11,20260817,2,3,0.004640408711528698,0.00402947049587965
False,hidden_16_8,16-8,778,11,20260817,2,17,0.00022589861558331944,0.00020397425396367908
False,hidden_16_8,16-8,778,11,20260817,2,30,0.0007180500284474383,0.000593894743360579
False,hidden_16_8,16-8,778,11,20260817,2,38,0.00021976439454604956,0.00015695094771217555
False,hidden_16_8,16-8,778,11,20260817,2,40,4.999027556916801e-05,4.0503739000996575e-05
False,hidden_16_8,16-8,778,11,20260817,2,41,0.00017283912303184314,0.0001150465031969361
False,hidden_16_8,16-8,778,11,20260817,2,42,0.00024247221509442573,0.00019983768288511783
False,hidden_16_8,16-8,778,11,20260817,2,45,4.704953336396616e-05,4.0862560126697645e-05
False,hidden_16_8,16-8,778,11,20260817,3,7,0.0008929210914531511,0.0007017719908617437
False,hidden_16_8,16-8,778,11,20260817,3,8,0.0008025369822990091,0.0006733703776262701
False,hidden_16_8,16-8,778,11,20260817,3,23,0.00014834572305371283,0.00011242031905567273
False,hidden_16_8,16-8,778,11,20260817,3,26,0.0006787714557608863,0.0005385077092796564
False,hidden_16_8,16-8,778,11,20260817,3,33,8.121083909070992e-05,5.2856208640150726e-05
False,hidden_16_8,16-8,778,11,20260817,3,34,0.00011638106819713241,7.657647074665874e-05
False,hidden_16_8,16-8,778,11,20260817,3,35,0.0008529553205826462,0.0008036649087443948
False,hidden_16_8,16-8,778,11,20260817,3,37,0.0004109073314049609,0.0003504157066345215
False,hidden_16_8,16-8,778,11,20260817,4,4,0.0005105283929111495,0.000400689837988466
False,hidden_16_8,16-8,778,11,20260817,4,15,0.0003605343806363074,0.0002721285854931921
False,hidden_16_8,16-8,778,11,20260817,4,19,5.371125360966284e-05,4.1515828343108296e-05
False,hidden_16_8,16-8,778,11,20260817,4,27,0.00014964614711230524,0.00013573766045738012
False,hidden_16_8,16-8,778,11,20260817,4,29,0.0001643916579717888,0.00015461325529031456
False,hidden_16_8,16-8,778,11,20260817,4,43,0.00034817558237261535,0.0003057706344407052
False,hidden_16_8,16-8,778,11,20260817,4,44,4.644336731220674e-05,3.961086258641444e-05
False,hidden_16_8,16-8,778,11,20260817,4,48,3.8980416632598595e-05,3.3057927794288844e-05
False,hidden_16_8,16-8,778,11,20260817,5,18,0.00012466568294996393,0.00010524749814067036
False,hidden_16_8,16-8,778,11,20260817,5,21,6.827660350299879e-05,5.8463811001274735e-05
False,hidden_16_8,16-8,778,11,20260817,5,28,9.81016269442699e-05,7.944345270516351e-05
False,hidden_16_8,16-8,778,11,20260817,5,31,0.00010898069143727623,8.4198713011574e-05
False,hidden_16_8,16-8,778,11,20260817,5,32,9.557906804131969e-05,8.147954940795898e-05
False,hidden_16_8,16-8,778,11,20260817,5,36,0.00021941865492149887,0.00019077300385106355
False,hidden_16_8,16-8,778,11,20260817,5,39,0.00011883940159395028,8.504033030476421e-05
False,hidden_16_8,16-8,778,11,20260817,5,46,0.00045805502103635464,0.0004204392316751182
False,hidden_32_16,32-16,1762,11,20260815,1,1,0.001811880999856389,0.0013231455814093351
False,hidden_32_16,32-16,1762,11,20260815,1,6,0.0006725813048518344,0.0005609023501165211
False,hidden_32_16,32-16,1762,11,20260815,1,12,0.00024762346338388637,0.0002347290574107319
False,hidden_32_16,32-16,1762,11,20260815,1,13,0.00021563917620354055,0.00015949606313370168
False,hidden_32_16,32-16,1762,11,20260815,1,20,9.19648580529022e-05,7.995247869985178e-05
False,hidden_32_16,32-16,1762,11,20260815,1,22,9.204791627699484e-05,7.421970076393336e-05
False,hidden_32_16,32-16,1762,11,20260815,1,47,0.00016559247908911384,0.00013736606342718005
False,hidden_32_16,32-16,1762,11,20260815,1,49,0.0002558530609344959,0.00021088123321533203
False,hidden_32_16,32-16,1762,11,20260815,2,3,0.0026621214268580645,0.002319229766726494
False,hidden_32_16,32-16,1762,11,20260815,2,17,0.00023028960890702615,0.0002097439719364047
False,hidden_32_16,32-16,1762,11,20260815,2,30,0.0006566816813341269,0.0005712759448215365
False,hidden_32_16,32-16,1762,11,20260815,2,38,0.00030553218818611113,0.00022760391584597528
False,hidden_32_16,32-16,1762,11,20260815,2,40,0.00013974777699604605,9.684443648438901e-05
False,hidden_32_16,32-16,1762,11,20260815,2,41,0.0003709635265395992,0.0002889001334551722
False,hidden_32_16,32-16,1762,11,20260815,2,42,0.0002535195404185535,0.00018460274441167712
False,hidden_32_16,32-16,1762,11,20260815,2,45,4.317760529240345e-05,3.59392179234419e-05
False,hidden_32_16,32-16,1762,11,20260815,3,7,0.0011753645671841615,0.000977666350081563
False,hidden_32_16,32-16,1762,11,20260815,3,8,0.0012531867478035117,0.0009399032569490373
False,hidden_32_16,32-16,1762,11,20260815,3,23,0.0003594299451298839,0.00028576015029102564
False,hidden_32_16,32-16,1762,11,20260815,3,26,0.0001907539730631738,0.00013518930063582957
False,hidden_32_16,32-16,1762,11,20260815,3,33,0.00010876411349693618,7.210731564555317e-05
False,hidden_32_16,32-16,1762,11,20260815,3,34,9.43971802085499e-05,5.7700872275745496e-05
False,hidden_32_16,32-16,1762,11,20260815,3,35,0.0007146802812557816,0.0006595075246877968
False,hidden_32_16,32-16,1762,11,20260815,3,37,0.0003663929270381279,0.0003082012990489602
False,hidden_32_16,32-16,1762,11,20260815,4,4,0.0006350868831266442,0.0004925322718918324
False,hidden_32_16,32-16,1762,11,20260815,4,15,0.000324166796693704,0.00024171947734430432
False,hidden_32_16,32-16,1762,11,20260815,4,19,0.00014116852705193557,0.00011936903320020065
False,hidden_32_16,32-16,1762,11,20260815,4,27,0.00010279914434052207,9.522795880911872e-05
False,hidden_32_16,32-16,1762,11,20260815,4,29,9.533147115276663e-05,7.930874562589452e-05
False,hidden_32_16,32-16,1762,11,20260815,4,43,0.0004691823522637547,0.00040649413131177425
False,hidden_32_16,32-16,1762,11,20260815,4,44,0.0002946263318979452,0.00025639295927248895
False,hidden_32_16,32-16,1762,11,20260815,4,48,5.657329809019725e-05,5.0417183956597e-05
False,hidden_32_16,32-16,1762,11,20260815,5,18,0.000249239999050582,0.0002106893080053851
False,hidden_32_16,32-16,1762,11,20260815,5,21,6.766682763162068e-05,5.449771924759261e-05
False,hidden_32_16,32-16,1762,11,20260815,5,28,8.507001799566572e-05,6.833195948274806e-05
