outer_target_battery,cutoff,ensemble,horizon_bin,expert,weight
7,100,adaptive,21-30,gp,0.20860602223641037
7,100,adaptive,21-30,linear20,0.09898273899597929
7,100,adaptive,21-30,linear30,0.3600923255344212
7,100,adaptive,21-30,linear50,0.16261662701599325
7,100,adaptive,21-30,same_policy,0.10297771503506195
7,100,adaptive,31-40,feature_ml,0.08164507344607208
7,100,adaptive,31-40,gp,0.24151370627030655
7,100,adaptive,31-40,linear20,0.06116784543714935
7,100,adaptive,31-40,linear30,0.3323355490228963
7,100,adaptive,31-40,linear50,0.21963470557765435
7,100,adaptive,31-40,same_policy,0.06370312024592142
7,100,adaptive,41-50,feature_ml,0.05011677181392062
7,100,adaptive,41-50,gp,0.24103452618729984
7,100,adaptive,41-50,linear20,0.10212188603715697
7,100,adaptive,41-50,linear30,0.3616068466455758
7,100,adaptive,41-50,linear50,0.2071366390041075
7,100,adaptive,41-50,same_policy,0.03798333031193936
7,100,global,all,feature_ml,5.160802341031e-17
7,100,global,all,gp,0.31702344357394907
7,100,global,all,linear20,9.951377486326739e-17
7,100,global,all,linear30,0.3916131648939629
7,100,global,all,linear50,0.29136339153208785
7,100,global,all,same_policy,0.0
7,100,horizon,1-10,feature_ml,0.16666666666666669
7,100,horizon,1-10,gp,0.16666666666666669
7,100,horizon,1-10,linear20,0.16666666666666669
7,100,horizon,1-10,linear30,0.16666666666666669
7,100,horizon,1-10,linear50,0.16666666666666669
7,100,horizon,1-10,same_policy,0.16666666666666669
7,100,horizon,11-20,feature_ml,0.0
7,100,horizon,11-20,gp,0.3389439509061176
7,100,horizon,11-20,linear20,0.0
7,100,horizon,11-20,linear30,0.3618613797720324
7,100,horizon,11-20,linear50,0.29919466932184996
7,100,horizon,11-20,same_policy,0.0
7,100,horizon,21-30,feature_ml,2.3032314194755095e-17
7,100,horizon,21-30,gp,0.30225205277480977
7,100,horizon,21-30,linear20,1.387778780781446e-17
7,100,horizon,21-30,linear30,0.44672291391906055
7,100,horizon,21-30,linear50,0.2510250333061298
7,100,horizon,21-30,same_policy,0.0
7,100,horizon,31-40,feature_ml,0.0
7,100,horizon,31-40,gp,0.307155149273519
7,100,horizon,31-40,linear20,0.0
7,100,horizon,31-40,linear30,0.4062723360853734
7,100,horizon,31-40,linear50,0.2865725146411076
7,100,horizon,31-40,same_policy,1.0444511909314164e-17
7,100,horizon,41-50,feature_ml,0.0
7,100,horizon,41-50,gp,0.30386405325176846
7,100,horizon,41-50,linear20,0.0
7,100,horizon,41-50,linear30,0.41393337903825317
7,100,horizon,41-50,linear50,0.2822025677099783
7,100,horizon,41-50,same_policy,1.3177926689777012e-18
8,100,adaptive,1-10,feature_ml,0.16385997345576703
8,100,adaptive,1-10,gp,0.12289360532257562
8,100,adaptive,1-10,linear20,0.15634832248237387
8,100,adaptive,1-10,linear30,0.14277232130635933
8,100,adaptive,1-10,linear50,0.12312212562773363
8,100,adaptive,1-10,same_policy,0.2910036518051906
8,100,adaptive,11-20,feature_ml,0.0679322546518188
8,100,adaptive,11-20,gp,0.3217655174273641
8,100,adaptive,11-20,linear20,0.023382802247335754
8,100,adaptive,11-20,linear30,0.1914002234781631
8,100,adaptive,11-20,linear50,0.3642121206108601
8,100,adaptive,11-20,same_policy,0.031307081584458295
8,100,adaptive,21-30,feature_ml,0.005375368674774688
8,100,adaptive,21-30,gp,0.282961117169407
8,100,adaptive,21-30,linear20,0.057029594113307165
8,100,adaptive,21-30,linear30,0.24555742332917097
8,100,adaptive,21-30,linear50,0.40324271976432574
8,100,adaptive,21-30,same_policy,0.005833776949014312
8,100,adaptive,31-40,feature_ml,0.033810055165619565
8,100,adaptive,31-40,gp,0.21291629890528382
8,100,adaptive,31-40,linear20,0.2092441233619153
8,100,adaptive,31-40,linear30,0.288280930781764
8,100,adaptive,31-40,linear50,0.2205302582737106
8,100,adaptive,31-40,same_policy,0.03521833351170676
8,100,adaptive,41-50,feature_ml,0.11706478249978772
8,100,adaptive,41-50,gp,0.221121090950712
8,100,adaptive,41-50,linear20,0.04374196272512708
8,100,adaptive,41-50,linear30,0.2513475323248859
8,100,adaptive,41-50,linear50,0.26868555605750133
8,100,adaptive,41-50,same_policy,0.09803907544198612
8,100,global,all,feature_ml,8.673617379884035e-17
8,100,global,all,gp,0.32565261208250007
8,100,global,all,linear20,3.877811711657563e-17
8,100,global,all,linear30,0.38605513864313523
8,100,global,all,linear50,0.2882922492743646
8,100,global,all,same_policy,0.0
8,100,horizon,1-10,feature_ml,0.16666666666666669
8,100,horizon,1-10,gp,0.16666666666666669
8,100,horizon,1-10,linear20,0.16666666666666669
8,100,horizon,1-10,linear30,0.16666666666666669
8,100,horizon,1-10,linear50,0.16666666666666669
8,100,horizon,1-10,same_policy,0.16666666666666669
8,100,horizon,11-20,feature_ml,0.018343139753589345
8,100,horizon,11-20,gp,0.3364463791602998
8,100,horizon,11-20,linear20,1.3877787807814457e-17
8,100,horizon,11-20,linear30,0.3418999848518431
8,100,horizon,11-20,linear50,0.3033104962342678
8,100,horizon,11-20,same_policy,7.90819162171274e-18
8,100,horizon,21-30,feature_ml,0.0
8,100,horizon,21-30,gp,0.3178816145403359
8,100,horizon,21-30,linear20,6.852157730108388e-17
8,100,horizon,21-30,linear30,0.40924942459582137
8,100,horizon,21-30,linear50,0.2728689608638427
8,100,horizon,21-30,same_policy,1.6734682839081535e-17
8,100,horizon,31-40,feature_ml,0.0
8,100,horizon,31-40,gp,0.3138312258192633
8,100,horizon,31-40,linear20,0.0
8,100,horizon,31-40,linear30,0.40681051775472077
8,100,horizon,31-40,linear50,0.27935825642601597
8,100,horizon,31-40,same_policy,0.0
8,100,horizon,41-50,feature_ml,1.1102230246251565e-16
8,100,horizon,41-50,gp,0.3181982620224443
8,100,horizon,41-50,linear20,0.0
8,100,horizon,41-50,linear30,0.39536762053978386
8,100,horizon,41-50,linear50,0.2864341174377718
8,100,horizon,41-50,same_policy,2.3462398682054026e-17
12,100,adaptive,1-10,feature_ml,0.16801384545105927
12,100,adaptive,1-10,gp,0.20876060482763903
12,100,adaptive,1-10,linear20,0.13301075917550373
12,100,adaptive,1-10,linear30,0.13487295003955055
12,100,adaptive,1-10,linear50,0.19534095419502018
12,100,adaptive,1-10,same_policy,0.1600008863112273
12,100,adaptive,11-20,feature_ml,0.15947802563285793
12,100,adaptive,11-20,gp,0.23854716943016635
12,100,adaptive,11-20,linear20,0.04578409255900522
12,100,adaptive,11-20,linear30,0.250652661229072
12,100,adaptive,11-20,linear50,0.20014747319294776
12,100,adaptive,11-20,same_policy,0.1053905779559509
12,100,adaptive,21-30,feature_ml,0.19669231398866752
12,100,adaptive,21-30,gp,0.17935610515472836
12,100,adaptive,21-30,linear20,0.05746160121781499
12,100,adaptive,21-30,linear30,0.3329759097140121
12,100,adaptive,21-30,linear50,0.15303024449812627
12,100,adaptive,21-30,same_policy,0.08048382542665088
12,100,adaptive,31-40,feature_ml,0.270677389214476
12,100,adaptive,31-40,gp,0.17493784013950467
12,100,adaptive,31-40,linear20,0.09388092157904962
12,100,adaptive,31-40,linear30,0.23156314147244325
12,100,adaptive,31-40,linear50,0.15879857079287915
12,100,adaptive,31-40,same_policy,0.07014213680164741
12,100,adaptive,41-50,feature_ml,0.1505385485425391
12,100,adaptive,41-50,gp,0.12073507238996044
12,100,adaptive,41-50,linear20,0.06639723792638676
12,100,adaptive,41-50,linear30,0.5056000610031954
12,100,adaptive,41-50,linear50,0.05313896286409501
12,100,adaptive,41-50,same_policy,0.10359011727382329
12,100,global,all,feature_ml,0.1696125569591275
12,100,global,all,gp,0.2610966693412324
12,100,global,all,linear20,0.0
12,100,global,all,linear30,0.3296605197165564
12,100,global,all,linear50,0.2396302539830838
12,100,global,all,same_policy,0.0
12,100,horizon,1-10,feature_ml,0.16666666666666669
12,100,horizon,1-10,gp,0.16666666666666669
12,100,horizon,1-10,linear20,0.16666666666666669
12,100,horizon,1-10,linear30,0.16666666666666669
12,100,horizon,1-10,linear50,0.16666666666666669
12,100,horizon,1-10,same_policy,0.16666666666666669
12,100,horizon,11-20,feature_ml,0.11429966049580391
12,100,horizon,11-20,gp,0.3019506646671172
12,100,horizon,11-20,linear20,0.0
12,100,horizon,11-20,linear30,0.31291782755032077
12,100,horizon,11-20,linear50,0.270831847286758
12,100,horizon,11-20,same_policy,0.0
12,100,horizon,21-30,feature_ml,0.12512227349090874
12,100,horizon,21-30,gp,0.2647874246614943
12,100,horizon,21-30,linear20,1.3877787807814457e-17
12,100,horizon,21-30,linear30,0.38798484432544167
12,100,horizon,21-30,linear50,0.22210545752215533
12,100,horizon,21-30,same_policy,1.0779527781010754e-17
12,100,horizon,31-40,feature_ml,0.19449717784909484
12,100,horizon,31-40,gp,0.24546211681744312
12,100,horizon,31-40,linear20,2.7755575615628907e-17
12,100,horizon,31-40,linear30,0.33171733153805605
12,100,horizon,31-40,linear50,0.22832337379540582
12,100,horizon,31-40,same_policy,1.312285437069173e-18
12,100,horizon,41-50,feature_ml,0.05332432668349925
12,100,horizon,41-50,gp,0.1181989298538792
12,100,horizon,41-50,linear20,8.401612763328234e-18
12,100,horizon,41-50,linear30,0.8113526213872284
12,100,horizon,41-50,linear50,0.0
12,100,horizon,41-50,same_policy,0.017124122075393117
13,100,adaptive,1-10,feature_ml,0.14056857014562427
13,100,adaptive,1-10,gp,0.19821608299785798
13,100,adaptive,1-10,linear20,0.14982047795305964
13,100,adaptive,1-10,linear30,0.13719868556423642
13,100,adaptive,1-10,linear50,0.19382629955268793
13,100,adaptive,1-10,same_policy,0.1803698837865338
13,100,adaptive,11-20,feature_ml,0.13816703991710122
13,100,adaptive,11-20,gp,0.2545778941638358
13,100,adaptive,11-20,linear20,0.06909270871917454
13,100,adaptive,11-20,linear30,0.24997106904161917
13,100,adaptive,11-20,linear50,0.21698599912319608
13,100,adaptive,11-20,same_policy,0.07120528903507323
13,100,adaptive,21-30,feature_ml,0.13004570364446916
13,100,adaptive,21-30,gp,0.24334411734517442
13,100,adaptive,21-30,linear20,0.07822502212834018
13,100,adaptive,21-30,linear30,0.31497411763425537
13,100,adaptive,21-30,linear50,0.18514247033128284
13,100,adaptive,21-30,same_policy,0.04826856891647803
13,100,adaptive,31-40,feature_ml,0.21422661374843127
13,100,adaptive,31-40,gp,0.24464883537847965
13,100,adaptive,31-40,linear20,0.06073302279015894
13,100,adaptive,31-40,linear30,0.21046244640033496
13,100,adaptive,31-40,linear50,0.2115144047341127
13,100,adaptive,31-40,same_policy,0.05841467694848234
13,100,adaptive,41-50,feature_ml,0.11956947923772335
13,100,adaptive,41-50,gp,0.1616245656293705
13,100,adaptive,41-50,linear20,0.10711429799786319
13,100,adaptive,41-50,linear30,0.4408385467840559
13,100,adaptive,41-50,linear50,0.09085025869994355
13,100,adaptive,41-50,same_policy,0.08000285165104355
13,100,global,all,feature_ml,0.1741411858635181
13,100,global,all,gp,0.25948562773261297
13,100,global,all,linear20,3.469446951953614e-17
13,100,global,all,linear30,0.32940904135147386
13,100,global,all,linear50,0.23696414505239513
13,100,global,all,same_policy,9.260342277259037e-18
13,100,horizon,1-10,feature_ml,0.16666666666666669
13,100,horizon,1-10,gp,0.16666666666666669
13,100,horizon,1-10,linear20,0.16666666666666669
13,100,horizon,1-10,linear30,0.16666666666666669
13,100,horizon,1-10,linear50,0.16666666666666669
13,100,horizon,1-10,same_policy,0.16666666666666669
13,100,horizon,11-20,feature_ml,0.11096587770013747
13,100,horizon,11-20,gp,0.3037645116953214
13,100,horizon,11-20,linear20,0.0
13,100,horizon,11-20,linear30,0.31462158568595766
13,100,horizon,11-20,linear50,0.2706480249185835
13,100,horizon,11-20,same_policy,0.0
13,100,horizon,21-30,feature_ml,0.12674970503502167
13,100,horizon,21-30,gp,0.2662292064100441
13,100,horizon,21-30,linear20,0.0
13,100,horizon,21-30,linear30,0.3862165829203934
13,100,horizon,21-30,linear50,0.22080450563454082
13,100,horizon,21-30,same_policy,5.295276800592368e-18
13,100,horizon,31-40,feature_ml,0.19396473789048077
13,100,horizon,31-40,gp,0.24488834530360803
13,100,horizon,31-40,linear20,0.0
13,100,horizon,31-40,linear30,0.33470316615974305
13,100,horizon,31-40,linear50,0.22644375064616806
13,100,horizon,31-40,same_policy,0.0
13,100,horizon,41-50,feature_ml,0.0632901360864704
13,100,horizon,41-50,gp,0.11546785817692971
13,100,horizon,41-50,linear20,6.800384177545115e-17
13,100,horizon,41-50,linear30,0.8052906881318908
13,100,horizon,41-50,linear50,0.0
13,100,horizon,41-50,same_policy,0.015951317604709043
15,100,adaptive,1-10,feature_ml,0.14992907321045398
15,100,adaptive,1-10,gp,0.19711209508706368
15,100,adaptive,1-10,linear20,0.15685464454615
15,100,adaptive,1-10,linear30,0.145659678635931
15,100,adaptive,1-10,linear50,0.1815080761292584
15,100,adaptive,1-10,same_policy,0.16893643239114298
15,100,adaptive,11-20,feature_ml,0.13325197165800304
15,100,adaptive,11-20,gp,0.24774971971946394
15,100,adaptive,11-20,linear20,0.06690173447021806
15,100,adaptive,11-20,linear30,0.2650569570727583
15,100,adaptive,11-20,linear50,0.21495106859957677
15,100,adaptive,11-20,same_policy,0.07208854847998006
15,100,adaptive,21-30,feature_ml,0.18100264429610396
15,100,adaptive,21-30,gp,0.19277291558226978
15,100,adaptive,21-30,linear20,0.14819859446773997
15,100,adaptive,21-30,linear30,0.2607672141002978
15,100,adaptive,21-30,linear50,0.17076471652578437
15,100,adaptive,21-30,same_policy,0.04649391502780412
15,100,adaptive,31-40,feature_ml,0.18754966416980762
15,100,adaptive,31-40,gp,0.23702020898680287
15,100,adaptive,31-40,linear20,0.0953893216687946
15,100,adaptive,31-40,linear30,0.2332061679780022
15,100,adaptive,31-40,linear50,0.19823109132654773
15,100,adaptive,31-40,same_policy,0.048603545870045006
15,100,adaptive,41-50,feature_ml,0.1107098264631499
15,100,adaptive,41-50,gp,0.16576631636910819
15,100,adaptive,41-50,linear20,0.08836287810051233
15,100,adaptive,41-50,linear30,0.47142202861241556
15,100,adaptive,41-50,linear50,0.09593828691272702
15,100,adaptive,41-50,same_policy,0.06780066354208701
15,100,global,all,feature_ml,0.1699343298473008
15,100,global,all,gp,0.2614684989783031
15,100,global,all,linear20,0.0
15,100,global,all,linear30,0.32940672200508125
15,100,global,all,linear50,0.2391904491693149
15,100,global,all,same_policy,0.0
15,100,horizon,1-10,feature_ml,0.16666666666666669
15,100,horizon,1-10,gp,0.16666666666666669
15,100,horizon,1-10,linear20,0.16666666666666669
15,100,horizon,1-10,linear30,0.16666666666666669
15,100,horizon,1-10,linear50,0.16666666666666669
15,100,horizon,1-10,same_policy,0.16666666666666669
15,100,horizon,11-20,feature_ml,0.10906762470245772
15,100,horizon,11-20,gp,0.30465140513541894
15,100,horizon,11-20,linear20,1.3877787807814457e-17
15,100,horizon,11-20,linear30,0.31384192691922247
15,100,horizon,11-20,linear50,0.27243904324290086
15,100,horizon,11-20,same_policy,9.6920475156363e-18
15,100,horizon,21-30,feature_ml,0.183866737596282
15,100,horizon,21-30,gp,0.21447073094567987
15,100,horizon,21-30,linear20,0.14235821543053426
15,100,horizon,21-30,linear30,0.2551235974629705
15,100,horizon,21-30,linear50,0.20418071856453354
15,100,horizon,21-30,same_policy,1.387778780781446e-17
15,100,horizon,31-40,feature_ml,0.18961690064659825
15,100,horizon,31-40,gp,0.24753358841085585
15,100,horizon,31-40,linear20,1.3877787807814457e-17
15,100,horizon,31-40,linear30,0.333443436952447
15,100,horizon,31-40,linear50,0.22940607399009885
15,100,horizon,31-40,same_policy,1.6179676584315632e-17
15,100,horizon,41-50,feature_ml,0.038251099289274726
15,100,horizon,41-50,gp,0.12910657764999608
15,100,horizon,41-50,linear20,0.0
15,100,horizon,41-50,linear30,0.8154038921174471
15,100,horizon,41-50,linear50,0.0
15,100,horizon,41-50,same_policy,0.01723843094328208
17,100,adaptive,1-10,feature_ml,0.15493980047376432
17,100,adaptive,1-10,gp,0.18176243352685262
17,100,adaptive,1-10,linear20,0.18135895091376464
17,100,adaptive,1-10,linear30,0.20234833905411348
17,100,adaptive,1-10,linear50,0.1414126274733541
17,100,adaptive,1-10,same_policy,0.13817784855815093
17,100,adaptive,11-20,feature_ml,0.1050108927497231
17,100,adaptive,11-20,gp,0.29398056681057
17,100,adaptive,11-20,linear20,0.047490662732857826
17,100,adaptive,11-20,linear30,0.2540982777487798
17,100,adaptive,11-20,linear50,0.2675902950484625
17,100,adaptive,11-20,same_policy,0.03182930490960693
17,100,adaptive,21-30,feature_ml,0.13108072660864203
17,100,adaptive,21-30,gp,0.220589036384698
17,100,adaptive,21-30,linear20,0.11841057575246558
17,100,adaptive,21-30,linear30,0.2767639036529196
17,100,adaptive,21-30,linear50,0.23090035614017615
17,100,adaptive,21-30,same_policy,0.022255401461098605
17,100,adaptive,31-40,feature_ml,0.1394637496576451
17,100,adaptive,31-40,gp,0.21309070223436039
17,100,adaptive,31-40,linear20,0.04639517810742989
17,100,adaptive,31-40,linear30,0.3606294679489904
17,100,adaptive,31-40,linear50,0.22031870054635533
17,100,adaptive,31-40,same_policy,0.02010220150521886
17,100,adaptive,41-50,feature_ml,0.07471731762997734
17,100,adaptive,41-50,gp,0.15954064189343067
17,100,adaptive,41-50,linear20,0.03811502249264246
17,100,adaptive,41-50,linear30,0.5560141225820678
17,100,adaptive,41-50,linear50,0.14349091643659845
17,100,adaptive,41-50,same_policy,0.028121978965283366
17,100,global,all,feature_ml,0.18057661187222998
17,100,global,all,gp,0.25190605602220967
17,100,global,all,linear20,0.0
17,100,global,all,linear30,0.3355373536936856
17,100,global,all,linear50,0.23197997841187482
17,100,global,all,same_policy,0.0
17,100,horizon,1-10,feature_ml,0.16666666666666669
17,100,horizon,1-10,gp,0.16666666666666669
17,100,horizon,1-10,linear20,0.16666666666666669
17,100,horizon,1-10,linear30,0.16666666666666669
17,100,horizon,1-10,linear50,0.16666666666666669
17,100,horizon,1-10,same_policy,0.16666666666666669
17,100,horizon,11-20,feature_ml,0.11878875677676126
17,100,horizon,11-20,gp,0.2927722308087424
17,100,horizon,11-20,linear20,0.0
17,100,horizon,11-20,linear30,0.3243124630350499
17,100,horizon,11-20,linear50,0.2641265493794465
17,100,horizon,11-20,same_policy,0.0
17,100,horizon,21-30,feature_ml,0.19419089137453427
17,100,horizon,21-30,gp,0.20901552489640962
17,100,horizon,21-30,linear20,0.14148214799475972
17,100,horizon,21-30,linear30,0.2553046021271834
17,100,horizon,21-30,linear50,0.2000068336071129
17,100,horizon,21-30,same_policy,4.163336342344337e-17
17,100,horizon,31-40,feature_ml,0.19955344500035124
17,100,horizon,31-40,gp,0.23819986978285138
17,100,horizon,31-40,linear20,1.665334536937735e-16
17,100,horizon,31-40,linear30,0.34057477399829367
17,100,horizon,31-40,linear50,0.22167191121850363
17,100,horizon,31-40,same_policy,0.0
17,100,horizon,41-50,feature_ml,0.07675690212538361
17,100,horizon,41-50,gp,0.09626547012045104
17,100,horizon,41-50,linear20,3.3566831697778487e-16
17,100,horizon,41-50,linear30,0.8131008535278251
17,100,horizon,41-50,linear50,7.619758558484444e-17
17,100,horizon,41-50,same_policy,0.013876774226339808
18,100,adaptive,1-10,feature_ml,0.1806527488323687
18,100,adaptive,1-10,gp,0.18600923984181877
18,100,adaptive,1-10,linear20,0.14711885690911558
18,100,adaptive,1-10,linear30,0.14837641898110657
18,100,adaptive,1-10,linear50,0.150196514170313
18,100,adaptive,1-10,same_policy,0.18764622126527744
18,100,adaptive,11-20,feature_ml,0.14546746583047854
18,100,adaptive,11-20,gp,0.24552579499917837
18,100,adaptive,11-20,linear20,0.06603515198588447
18,100,adaptive,11-20,linear30,0.26429326717048096
18,100,adaptive,11-20,linear50,0.21503939542734157
18,100,adaptive,11-20,same_policy,0.06363892458663613
18,100,adaptive,21-30,feature_ml,0.1700925384436807
18,100,adaptive,21-30,gp,0.20887053697665575
18,100,adaptive,21-30,linear20,0.09030671509266812
18,100,adaptive,21-30,linear30,0.3204785700804179
18,100,adaptive,21-30,linear50,0.17282707438589062
18,100,adaptive,21-30,same_policy,0.03742456502068692
18,100,adaptive,31-40,feature_ml,0.21419430365972703
18,100,adaptive,31-40,gp,0.202613701096646
18,100,adaptive,31-40,linear20,0.09685080375136777
18,100,adaptive,31-40,linear30,0.24009155652162667
18,100,adaptive,31-40,linear50,0.190982979741669
18,100,adaptive,31-40,same_policy,0.05526665522896354
18,100,adaptive,41-50,feature_ml,0.1788044600662006
18,100,adaptive,41-50,gp,0.13488459602524322
18,100,adaptive,41-50,linear20,0.06758480344621287
18,100,adaptive,41-50,linear30,0.48995447729696323
18,100,adaptive,41-50,linear50,0.07402735531196625
18,100,adaptive,41-50,same_policy,0.05474430785341387
18,100,global,all,feature_ml,0.164924384306464
18,100,global,all,gp,0.2632893256114395
18,100,global,all,linear20,6.245004513516506e-17
18,100,global,all,linear30,0.33093470773606265
18,100,global,all,linear50,0.24085158234603377
18,100,global,all,same_policy,0.0
18,100,horizon,1-10,feature_ml,0.16666666666666669
18,100,horizon,1-10,gp,0.16666666666666669
18,100,horizon,1-10,linear20,0.16666666666666669
18,100,horizon,1-10,linear30,0.16666666666666669
18,100,horizon,1-10,linear50,0.16666666666666669
18,100,horizon,1-10,same_policy,0.16666666666666669
18,100,horizon,11-20,feature_ml,0.11085183251031291
18,100,horizon,11-20,gp,0.30423361376200786
18,100,horizon,11-20,linear20,2.0816681711721685e-17
18,100,horizon,11-20,linear30,0.3135363827160564
18,100,horizon,11-20,linear50,0.27137817101162276
18,100,horizon,11-20,same_policy,6.282670086292102e-17
18,100,horizon,21-30,feature_ml,0.12723270809892023
18,100,horizon,21-30,gp,0.2655631687820171
18,100,horizon,21-30,linear20,0.0
18,100,horizon,21-30,linear30,0.3867674819306852
18,100,horizon,21-30,linear50,0.2204366411883775
18,100,horizon,21-30,same_policy,6.318764059349198e-18
18,100,horizon,31-40,feature_ml,0.17812637045031465
18,100,horizon,31-40,gp,0.25102192392660183
18,100,horizon,31-40,linear20,8.326672684688674e-17
18,100,horizon,31-40,linear30,0.3381841406911357
18,100,horizon,31-40,linear50,0.23266756493194782
18,100,horizon,31-40,same_policy,8.569403507028711e-18
18,100,horizon,41-50,feature_ml,0.048710022568342615
18,100,horizon,41-50,gp,0.12340081525391085
18,100,horizon,41-50,linear20,1.0834658821404944e-16
18,100,horizon,41-50,linear30,0.8128711159974107
18,100,horizon,41-50,linear50,0.0
18,100,horizon,41-50,same_policy,0.015018046180335878
19,100,adaptive,1-10,feature_ml,0.17212236078382076
19,100,adaptive,1-10,gp,0.17667140466218167
19,100,adaptive,1-10,linear20,0.15555068986099968
19,100,adaptive,1-10,linear30,0.1417811130033915
19,100,adaptive,1-10,linear50,0.1529328795186754
19,100,adaptive,1-10,same_policy,0.20094155217093107
19,100,adaptive,11-20,feature_ml,0.14786488368104928
19,100,adaptive,11-20,gp,0.2619094200059364
19,100,adaptive,11-20,linear20,0.04756847162035685
19,100,adaptive,11-20,linear30,0.24346223930412755
19,100,adaptive,11-20,linear50,0.23711755439798712
19,100,adaptive,11-20,same_policy,0.06207743099054268
19,100,adaptive,21-30,feature_ml,0.16103202145050496
19,100,adaptive,21-30,gp,0.2428587350091364
19,100,adaptive,21-30,linear20,0.03919975004958077
19,100,adaptive,21-30,linear30,0.2695719190820494
19,100,adaptive,21-30,linear50,0.21058253812389027
19,100,adaptive,21-30,same_policy,0.07675503628483825
19,100,adaptive,31-40,feature_ml,0.2062095891674629
19,100,adaptive,31-40,gp,0.20671387792573567
19,100,adaptive,31-40,linear20,0.051905783520250506
19,100,adaptive,31-40,linear30,0.22085103525413072
19,100,adaptive,31-40,linear50,0.19820920283724808
19,100,adaptive,31-40,same_policy,0.11611051129517191
19,100,adaptive,41-50,feature_ml,0.09618042377325751
19,100,adaptive,41-50,gp,0.16094498324477063
19,100,adaptive,41-50,linear20,0.06294194917574908
19,100,adaptive,41-50,linear30,0.49289578618489815
19,100,adaptive,41-50,linear50,0.10710779056174623
19,100,adaptive,41-50,same_policy,0.07992906705957845
19,100,global,all,feature_ml,0.1580060647383576
19,100,global,all,gp,0.26525765891083974
19,100,global,all,linear20,6.938893903907228e-17
19,100,global,all,linear30,0.3328160725067776
19,100,global,all,linear50,0.2439202038440251
19,100,global,all,same_policy,1.0462338075574869e-17
19,100,horizon,1-10,feature_ml,0.16666666666666669
19,100,horizon,1-10,gp,0.16666666666666669
19,100,horizon,1-10,linear20,0.16666666666666669
19,100,horizon,1-10,linear30,0.16666666666666669
19,100,horizon,1-10,linear50,0.16666666666666669
19,100,horizon,1-10,same_policy,0.16666666666666669
19,100,horizon,11-20,feature_ml,0.1034305982976076
19,100,horizon,11-20,gp,0.3050350617897885
19,100,horizon,11-20,linear20,0.0
19,100,horizon,11-20,linear30,0.3178857814644757
19,100,horizon,11-20,linear50,0.27364855844812824
19,100,horizon,11-20,same_policy,6.30951709930885e-18
19,100,horizon,21-30,feature_ml,0.1440672216166766
19,100,horizon,21-30,gp,0.2606908306480669
19,100,horizon,21-30,linear20,4.163336342344337e-17
19,100,horizon,21-30,linear30,0.3764257013868814
19,100,horizon,21-30,linear50,0.2188162463483749
19,100,horizon,21-30,same_policy,9.762496152596348e-18
19,100,horizon,31-40,feature_ml,0.1697167051305192
19,100,horizon,31-40,gp,0.254205807349932
19,100,horizon,31-40,linear20,0.0
19,100,horizon,31-40,linear30,0.3393673643793685
19,100,horizon,31-40,linear50,0.23671012314018045
19,100,horizon,31-40,same_policy,0.0
19,100,horizon,41-50,feature_ml,0.025758802336192804
19,100,horizon,41-50,gp,0.11854107048051732
19,100,horizon,41-50,linear20,0.0
19,100,horizon,41-50,linear30,0.8329863258186763
19,100,horizon,41-50,linear50,0.0
19,100,horizon,41-50,same_policy,0.02271380136461377
20,100,adaptive,1-10,feature_ml,0.1299268259473925
20,100,adaptive,1-10,gp,0.23047128854356025
20,100,adaptive,1-10,linear20,0.16735984363980655
20,100,adaptive,1-10,linear30,0.17741968766356683
20,100,adaptive,1-10,linear50,0.17747482911223356
20,100,adaptive,1-10,same_policy,0.11734752509344037
20,100,adaptive,11-20,feature_ml,0.14474688870207705
20,100,adaptive,11-20,gp,0.2673408826647382
20,100,adaptive,11-20,linear20,0.07512137230499061
20,100,adaptive,11-20,linear30,0.23880044044570428
20,100,adaptive,11-20,linear50,0.22173176906383515
20,100,adaptive,11-20,same_policy,0.05225864681865477
20,100,adaptive,21-30,feature_ml,0.14056644012620223
20,100,adaptive,21-30,gp,0.22517513971044442
20,100,adaptive,21-30,linear20,0.1508166276444124
20,100,adaptive,21-30,linear30,0.25099927088121743
20,100,adaptive,21-30,linear50,0.20106957499779615
20,100,adaptive,21-30,same_policy,0.03137294663992741
20,100,adaptive,31-40,feature_ml,0.16369374062991499
20,100,adaptive,31-40,gp,0.25535170352216763
20,100,adaptive,31-40,linear20,0.07163688623037963
20,100,adaptive,31-40,linear30,0.2534302632882662
20,100,adaptive,31-40,linear50,0.2156286537353806
20,100,adaptive,31-40,same_policy,0.040258752593891126
20,100,adaptive,41-50,feature_ml,0.0788151225449988
20,100,adaptive,41-50,gp,0.19492843437261706
20,100,adaptive,41-50,linear20,0.07417560462470865
20,100,adaptive,41-50,linear30,0.4577013247542435
20,100,adaptive,41-50,linear50,0.12858033743520575
20,100,adaptive,41-50,same_policy,0.0657991762682262
20,100,global,all,feature_ml,0.2055948981212449
20,100,global,all,gp,0.2497897619857828
20,100,global,all,linear20,2.7755575615628914e-17
20,100,global,all,linear30,0.31824285714278966
20,100,global,all,linear50,0.2263724827501827
20,100,global,all,same_policy,0.0
20,100,horizon,1-10,feature_ml,0.16666666666666669
20,100,horizon,1-10,gp,0.16666666666666669
20,100,horizon,1-10,linear20,0.16666666666666669
20,100,horizon,1-10,linear30,0.16666666666666669
