outer_target_battery,cutoff,ensemble,horizon_bin,expert,weight
4,75,horizon,31-40,feature_ml,8.797002073874173e-19
4,75,horizon,31-40,gp,0.0
4,75,horizon,31-40,linear20,0.6447575418291825
4,75,horizon,31-40,linear30,0.31740435232964365
4,75,horizon,31-40,linear50,8.329812229835206e-18
4,75,horizon,31-40,same_policy,0.037838105841173766
4,75,horizon,41-50,feature_ml,0.0
4,75,horizon,41-50,gp,0.0582159391521977
4,75,horizon,41-50,linear20,0.531233999186577
4,75,horizon,41-50,linear30,0.3426243514173221
4,75,horizon,41-50,linear50,0.06792571024390331
4,75,horizon,41-50,same_policy,0.0
6,75,adaptive,1-10,feature_ml,0.15920461885965775
6,75,adaptive,1-10,gp,0.10688870201468847
6,75,adaptive,1-10,linear20,0.39722334366726575
6,75,adaptive,1-10,linear30,0.09090992355310953
6,75,adaptive,1-10,linear50,0.11155960904341955
6,75,adaptive,1-10,same_policy,0.134213802861859
6,75,adaptive,11-20,feature_ml,0.12362945889594394
6,75,adaptive,11-20,gp,0.0966731033056077
6,75,adaptive,11-20,linear20,0.4733473323233651
6,75,adaptive,11-20,linear30,0.12240213106344693
6,75,adaptive,11-20,linear50,0.09901508919809152
6,75,adaptive,11-20,same_policy,0.08493288521354483
6,75,adaptive,21-30,feature_ml,0.3954507350484786
6,75,adaptive,21-30,gp,0.10251913022313915
6,75,adaptive,21-30,linear20,0.24162277545747562
6,75,adaptive,21-30,linear30,0.15919187747433763
6,75,adaptive,21-30,linear50,0.09212351404647573
6,75,adaptive,21-30,same_policy,0.009091967750093351
6,75,adaptive,31-40,feature_ml,0.2407473574818251
6,75,adaptive,31-40,gp,0.07582135594932385
6,75,adaptive,31-40,linear20,0.3150472384916134
6,75,adaptive,31-40,linear30,0.2996821243671776
6,75,adaptive,31-40,linear50,0.06475177332792519
6,75,adaptive,31-40,same_policy,0.003950150382134934
6,75,adaptive,41-50,feature_ml,0.3413828206949218
6,75,adaptive,41-50,gp,0.08620465028455349
6,75,adaptive,41-50,linear20,0.12999037757213527
6,75,adaptive,41-50,linear30,0.3438065948750116
6,75,adaptive,41-50,linear50,0.0894920614599527
6,75,adaptive,41-50,same_policy,0.009123495113425086
6,75,global,all,feature_ml,0.13243169789113304
6,75,global,all,gp,0.23775053982355424
6,75,global,all,linear20,0.11763059925475741
6,75,global,all,linear30,0.28413715250082316
6,75,global,all,linear50,0.22805001052973217
6,75,global,all,same_policy,2.7755575615628914e-17
6,75,horizon,1-10,feature_ml,0.16666666666666669
6,75,horizon,1-10,gp,0.16666666666666669
6,75,horizon,1-10,linear20,0.16666666666666669
6,75,horizon,1-10,linear30,0.16666666666666669
6,75,horizon,1-10,linear50,0.16666666666666669
6,75,horizon,1-10,same_policy,0.16666666666666669
6,75,horizon,11-20,feature_ml,0.16666666666666669
6,75,horizon,11-20,gp,0.16666666666666669
6,75,horizon,11-20,linear20,0.16666666666666669
6,75,horizon,11-20,linear30,0.16666666666666669
6,75,horizon,11-20,linear50,0.16666666666666669
6,75,horizon,11-20,same_policy,0.16666666666666669
6,75,horizon,21-30,feature_ml,0.1908353134676174
6,75,horizon,21-30,gp,0.18841589665828373
6,75,horizon,21-30,linear20,0.133373042674908
6,75,horizon,21-30,linear30,0.3146109520660375
6,75,horizon,21-30,linear50,0.17276479513315324
6,75,horizon,21-30,same_policy,2.7755575615628907e-17
6,75,horizon,31-40,feature_ml,0.1694450134370458
6,75,horizon,31-40,gp,0.11198433151821936
6,75,horizon,31-40,linear20,0.02635942139494034
6,75,horizon,31-40,linear30,0.5856546109931534
6,75,horizon,31-40,linear50,0.10655662265664106
6,75,horizon,31-40,same_policy,0.0
6,75,horizon,41-50,feature_ml,0.0
6,75,horizon,41-50,gp,0.1598364967655645
6,75,horizon,41-50,linear20,0.03811670911209436
6,75,horizon,41-50,linear30,0.6482377289577499
6,75,horizon,41-50,linear50,0.15380906516459125
6,75,horizon,41-50,same_policy,0.0
7,75,adaptive,1-10,feature_ml,0.13036382363135707
7,75,adaptive,1-10,gp,0.2002557683211966
7,75,adaptive,1-10,linear20,0.19048205526496126
7,75,adaptive,1-10,linear30,0.1753125576637072
7,75,adaptive,1-10,linear50,0.15048263623221375
7,75,adaptive,1-10,same_policy,0.1531031588865642
7,75,adaptive,11-20,feature_ml,0.12071824524217419
7,75,adaptive,11-20,gp,0.2519106843680803
7,75,adaptive,11-20,linear20,0.18581807295918365
7,75,adaptive,11-20,linear30,0.1877207935245378
7,75,adaptive,11-20,linear50,0.2149896064195564
7,75,adaptive,11-20,same_policy,0.038842597486467755
7,75,adaptive,21-30,feature_ml,0.17878085627757828
7,75,adaptive,21-30,gp,0.20886554201097807
7,75,adaptive,21-30,linear20,0.136175897156851
7,75,adaptive,21-30,linear30,0.21091957564092886
7,75,adaptive,21-30,linear50,0.1978661664987853
7,75,adaptive,21-30,same_policy,0.06739196241487853
7,75,adaptive,31-40,feature_ml,0.1337480857340116
7,75,adaptive,31-40,gp,0.18294088458249674
7,75,adaptive,31-40,linear20,0.0635167752226019
7,75,adaptive,31-40,linear30,0.3946245720521905
7,75,adaptive,31-40,linear50,0.1678285121494145
7,75,adaptive,31-40,same_policy,0.05734117025928472
7,75,adaptive,41-50,feature_ml,0.07748791448028094
7,75,adaptive,41-50,gp,0.2239842944253618
7,75,adaptive,41-50,linear20,0.07770896298159187
7,75,adaptive,41-50,linear30,0.32629434991283107
7,75,adaptive,41-50,linear50,0.20575000362101048
7,75,adaptive,41-50,same_policy,0.08877447457892383
7,75,global,all,feature_ml,0.15434836505654156
7,75,global,all,gp,0.22641764340687828
7,75,global,all,linear20,0.15811513941962865
7,75,global,all,linear30,0.2402767332873729
7,75,global,all,linear50,0.2208421188295785
7,75,global,all,same_policy,0.0
7,75,horizon,1-10,feature_ml,0.16666666666666669
7,75,horizon,1-10,gp,0.16666666666666669
7,75,horizon,1-10,linear20,0.16666666666666669
7,75,horizon,1-10,linear30,0.16666666666666669
7,75,horizon,1-10,linear50,0.16666666666666669
7,75,horizon,1-10,same_policy,0.16666666666666669
7,75,horizon,11-20,feature_ml,0.16232849118941206
7,75,horizon,11-20,gp,0.23853801420630605
7,75,horizon,11-20,linear20,0.1539045244041795
7,75,horizon,11-20,linear30,0.22336609269876115
7,75,horizon,11-20,linear50,0.22186287750134134
7,75,horizon,11-20,same_policy,2.7755575615628914e-17
7,75,horizon,21-30,feature_ml,0.17543031475320972
7,75,horizon,21-30,gp,0.20687536975617582
7,75,horizon,21-30,linear20,0.17428688473832812
7,75,horizon,21-30,linear30,0.2434647092468127
7,75,horizon,21-30,linear50,0.19994272150547363
7,75,horizon,21-30,same_policy,2.7755575615628914e-17
7,75,horizon,31-40,feature_ml,0.15140004352862133
7,75,horizon,31-40,gp,0.134870450001382
7,75,horizon,31-40,linear20,0.03221536492193722
7,75,horizon,31-40,linear30,0.555614922014022
7,75,horizon,31-40,linear50,0.12589921953403743
7,75,horizon,31-40,same_policy,0.0
7,75,horizon,41-50,feature_ml,3.4540137197148154e-17
7,75,horizon,41-50,gp,0.17629209207754837
7,75,horizon,41-50,linear20,0.08616155110547302
7,75,horizon,41-50,linear30,0.5712953347697386
7,75,horizon,41-50,linear50,0.16625102204723996
7,75,horizon,41-50,same_policy,0.0
8,75,adaptive,1-10,feature_ml,0.18059641113964534
8,75,adaptive,1-10,gp,0.1008607096960247
8,75,adaptive,1-10,linear20,0.24387331458737976
8,75,adaptive,1-10,linear30,0.1708622660318323
8,75,adaptive,1-10,linear50,0.095159601353113
8,75,adaptive,1-10,same_policy,0.20864769719200488
8,75,adaptive,11-20,feature_ml,0.24331763729523342
8,75,adaptive,11-20,gp,0.1284494313599371
8,75,adaptive,11-20,linear20,0.1482034988210013
8,75,adaptive,11-20,linear30,0.21706710454777672
8,75,adaptive,11-20,linear50,0.11947589459204798
8,75,adaptive,11-20,same_policy,0.14348643338400346
8,75,adaptive,21-30,feature_ml,0.13491820040064145
8,75,adaptive,21-30,gp,0.11063537054193046
8,75,adaptive,21-30,linear20,0.4144581649275576
8,75,adaptive,21-30,linear30,0.14394450254930127
8,75,adaptive,21-30,linear50,0.10714321412576404
8,75,adaptive,21-30,same_policy,0.08890054745480533
8,75,adaptive,31-40,feature_ml,0.19752391817637271
8,75,adaptive,31-40,gp,0.09979361196265757
8,75,adaptive,31-40,linear20,0.35000821843933727
8,75,adaptive,31-40,linear30,0.21272380103534258
8,75,adaptive,31-40,linear50,0.09460423421562297
8,75,adaptive,31-40,same_policy,0.04534621617066668
8,75,adaptive,41-50,feature_ml,0.02397027048190887
8,75,adaptive,41-50,gp,0.10961528244360924
8,75,adaptive,41-50,linear20,0.38561578615999886
8,75,adaptive,41-50,linear30,0.37149335647842946
8,75,adaptive,41-50,linear50,0.09764633381151469
8,75,adaptive,41-50,same_policy,0.01165897062453889
8,75,global,all,feature_ml,0.15620282356337625
8,75,global,all,gp,0.2348666530365361
8,75,global,all,linear20,0.13621469260581448
8,75,global,all,linear30,0.2453769052755048
8,75,global,all,linear50,0.2273389255187685
8,75,global,all,same_policy,0.0
8,75,horizon,1-10,feature_ml,0.16666666666666669
8,75,horizon,1-10,gp,0.16666666666666669
8,75,horizon,1-10,linear20,0.16666666666666669
8,75,horizon,1-10,linear30,0.16666666666666669
8,75,horizon,1-10,linear50,0.16666666666666669
8,75,horizon,1-10,same_policy,0.16666666666666669
8,75,horizon,11-20,feature_ml,0.1505721388186548
8,75,horizon,11-20,gp,0.2521585223571587
8,75,horizon,11-20,linear20,0.1269697568821346
8,75,horizon,11-20,linear30,0.23676673642800267
8,75,horizon,11-20,linear50,0.2335328455140493
8,75,horizon,11-20,same_policy,0.0
8,75,horizon,21-30,feature_ml,0.16930289135667262
8,75,horizon,21-30,gp,0.2180786855635434
8,75,horizon,21-30,linear20,0.14944293336595293
8,75,horizon,21-30,linear30,0.2544001077911676
8,75,horizon,21-30,linear50,0.20877538192266343
8,75,horizon,21-30,same_policy,0.0
8,75,horizon,31-40,feature_ml,0.21791274765043483
8,75,horizon,31-40,gp,0.19610140146135738
8,75,horizon,31-40,linear20,2.7755575615628914e-17
8,75,horizon,31-40,linear30,0.4037331255308847
8,75,horizon,31-40,linear50,0.1822527253573231
8,75,horizon,31-40,same_policy,4.7779401610159974e-18
8,75,horizon,41-50,feature_ml,0.0032605386496579007
8,75,horizon,41-50,gp,0.21677131709520098
8,75,horizon,41-50,linear20,0.0029983745346035453
8,75,horizon,41-50,linear30,0.5841398334172291
8,75,horizon,41-50,linear50,0.1928299363033085
8,75,horizon,41-50,same_policy,0.0
12,75,adaptive,1-10,feature_ml,0.16099776712232597
12,75,adaptive,1-10,gp,0.1556833593050477
12,75,adaptive,1-10,linear20,0.19297664358702657
12,75,adaptive,1-10,linear30,0.22241445330529117
12,75,adaptive,1-10,linear50,0.1304339114168748
12,75,adaptive,1-10,same_policy,0.13749386526343388
12,75,adaptive,11-20,feature_ml,0.15275851202260918
12,75,adaptive,11-20,gp,0.1532561117811985
12,75,adaptive,11-20,linear20,0.17843760850367488
12,75,adaptive,11-20,linear30,0.201466517356301
12,75,adaptive,11-20,linear50,0.15464105518768512
12,75,adaptive,11-20,same_policy,0.15944019514853122
12,75,adaptive,21-30,feature_ml,0.20080833764447464
12,75,adaptive,21-30,gp,0.08936635377879366
12,75,adaptive,21-30,linear20,0.2050022933455987
12,75,adaptive,21-30,linear30,0.3213903089967001
12,75,adaptive,21-30,linear50,0.0910917788023576
12,75,adaptive,21-30,same_policy,0.0923409274320755
12,75,adaptive,31-40,feature_ml,0.21246495825676745
12,75,adaptive,31-40,gp,0.08031506576285365
12,75,adaptive,31-40,linear20,0.12705393516194982
12,75,adaptive,31-40,linear30,0.3793101330085328
12,75,adaptive,31-40,linear50,0.08610409569909674
12,75,adaptive,31-40,same_policy,0.11475181211079974
12,75,adaptive,41-50,feature_ml,0.05778065817832639
12,75,adaptive,41-50,gp,0.14757346409512967
12,75,adaptive,41-50,linear20,0.13131713238175657
12,75,adaptive,41-50,linear30,0.4205049844123862
12,75,adaptive,41-50,linear50,0.13470673313961856
12,75,adaptive,41-50,same_policy,0.10811702779278262
12,75,global,all,feature_ml,0.11109954263932323
12,75,global,all,gp,0.14732764013348829
12,75,global,all,linear20,9.333034349268758e-19
12,75,global,all,linear30,0.6127203119066457
12,75,global,all,linear50,0.11007725507045116
12,75,global,all,same_policy,0.01877525025009166
12,75,horizon,1-10,feature_ml,0.16666666666666669
12,75,horizon,1-10,gp,0.16666666666666669
12,75,horizon,1-10,linear20,0.16666666666666669
12,75,horizon,1-10,linear30,0.16666666666666669
12,75,horizon,1-10,linear50,0.16666666666666669
12,75,horizon,1-10,same_policy,0.16666666666666669
12,75,horizon,11-20,feature_ml,0.16666666666666669
12,75,horizon,11-20,gp,0.16666666666666669
12,75,horizon,11-20,linear20,0.16666666666666669
12,75,horizon,11-20,linear30,0.16666666666666669
12,75,horizon,11-20,linear50,0.16666666666666669
12,75,horizon,11-20,same_policy,0.16666666666666669
12,75,horizon,21-30,feature_ml,0.25707554813781713
12,75,horizon,21-30,gp,0.10004559037866467
12,75,horizon,21-30,linear20,0.16348108852535692
12,75,horizon,21-30,linear30,0.4036258761114707
12,75,horizon,21-30,linear50,0.07577189684669058
12,75,horizon,21-30,same_policy,0.0
12,75,horizon,31-40,feature_ml,0.24547111688218914
12,75,horizon,31-40,gp,0.10207679508440488
12,75,horizon,31-40,linear20,1.0408340855860843e-17
12,75,horizon,31-40,linear30,0.5545321493955323
12,75,horizon,31-40,linear50,0.09791993863787371
12,75,horizon,31-40,same_policy,1.5062839530837452e-18
12,75,horizon,41-50,feature_ml,0.0
12,75,horizon,41-50,gp,0.15269648145239717
12,75,horizon,41-50,linear20,1.9800340448849073e-18
12,75,horizon,41-50,linear30,0.6754643061562836
12,75,horizon,41-50,linear50,0.14405943953956213
12,75,horizon,41-50,same_policy,0.027779772851757027
13,75,adaptive,1-10,feature_ml,0.19414432058245876
13,75,adaptive,1-10,gp,0.14896472669522776
13,75,adaptive,1-10,linear20,0.2106655773950924
13,75,adaptive,1-10,linear30,0.14784890599001338
13,75,adaptive,1-10,linear50,0.11381761533251467
13,75,adaptive,1-10,same_policy,0.18455885400469307
13,75,adaptive,11-20,feature_ml,0.20958764594631155
13,75,adaptive,11-20,gp,0.15049217806373583
13,75,adaptive,11-20,linear20,0.1975073512471981
13,75,adaptive,11-20,linear30,0.1690100796000416
13,75,adaptive,11-20,linear50,0.13841587886793805
13,75,adaptive,11-20,same_policy,0.1349868662747749
13,75,adaptive,21-30,feature_ml,0.2743805338065747
13,75,adaptive,21-30,gp,0.07175459460994468
13,75,adaptive,21-30,linear20,0.2116789848181956
13,75,adaptive,21-30,linear30,0.3011696833141882
13,75,adaptive,21-30,linear50,0.060224850180462294
13,75,adaptive,21-30,same_policy,0.08079135327063448
13,75,adaptive,31-40,feature_ml,0.2268006476776006
13,75,adaptive,31-40,gp,0.08587156887631342
13,75,adaptive,31-40,linear20,0.11252669922982267
13,75,adaptive,31-40,linear30,0.4083825312937106
13,75,adaptive,31-40,linear50,0.09024429186815698
13,75,adaptive,31-40,same_policy,0.07617426105439579
13,75,adaptive,41-50,feature_ml,0.1199363301424817
13,75,adaptive,41-50,gp,0.17070439104702295
13,75,adaptive,41-50,linear20,0.0799948046741638
13,75,adaptive,41-50,linear30,0.38951315058793834
13,75,adaptive,41-50,linear50,0.15035855552815444
13,75,adaptive,41-50,same_policy,0.08949276802023881
13,75,global,all,feature_ml,4.671665429395291e-19
13,75,global,all,gp,0.15708781313983583
13,75,global,all,linear20,0.017919186723583645
13,75,global,all,linear30,0.6572376094875007
13,75,global,all,linear50,0.1203438662966076
13,75,global,all,same_policy,0.0474115243524723
13,75,horizon,1-10,feature_ml,0.16666666666666669
13,75,horizon,1-10,gp,0.16666666666666669
13,75,horizon,1-10,linear20,0.16666666666666669
13,75,horizon,1-10,linear30,0.16666666666666669
13,75,horizon,1-10,linear50,0.16666666666666669
13,75,horizon,1-10,same_policy,0.16666666666666669
13,75,horizon,11-20,feature_ml,0.16666666666666669
13,75,horizon,11-20,gp,0.16666666666666669
13,75,horizon,11-20,linear20,0.16666666666666669
13,75,horizon,11-20,linear30,0.16666666666666669
13,75,horizon,11-20,linear50,0.16666666666666669
13,75,horizon,11-20,same_policy,0.16666666666666669
13,75,horizon,21-30,feature_ml,0.22527629707443553
13,75,horizon,21-30,gp,0.09246455775218199
13,75,horizon,21-30,linear20,0.17291420079134495
13,75,horizon,21-30,linear30,0.4434160703280444
13,75,horizon,21-30,linear50,0.06592887405399299
13,75,horizon,21-30,same_policy,0.0
13,75,horizon,31-40,feature_ml,0.12214488857543317
13,75,horizon,31-40,gp,0.09477374214596382
13,75,horizon,31-40,linear20,0.0
13,75,horizon,31-40,linear30,0.6765440901862797
13,75,horizon,31-40,linear50,0.09229777479135719
13,75,horizon,31-40,same_policy,0.014239504300966245
13,75,horizon,41-50,feature_ml,4.919386046564485e-17
13,75,horizon,41-50,gp,0.1542024043575106
13,75,horizon,41-50,linear20,6.769252458629689e-05
13,75,horizon,41-50,linear30,0.6705832702925718
13,75,horizon,41-50,linear50,0.14814133796843854
13,75,horizon,41-50,same_policy,0.027005294856892764
15,75,adaptive,1-10,feature_ml,0.1672276080656105
15,75,adaptive,1-10,gp,0.15262094749572275
15,75,adaptive,1-10,linear20,0.20614019951106383
15,75,adaptive,1-10,linear30,0.18247433610995217
15,75,adaptive,1-10,linear50,0.13283074440689485
15,75,adaptive,1-10,same_policy,0.158706164410756
15,75,adaptive,11-20,feature_ml,0.1870534385427176
15,75,adaptive,11-20,gp,0.16958749517243604
15,75,adaptive,11-20,linear20,0.15510549772286625
15,75,adaptive,11-20,linear30,0.18416640556798278
15,75,adaptive,11-20,linear50,0.17718698525713028
15,75,adaptive,11-20,same_policy,0.1269001777368671
15,75,adaptive,21-30,feature_ml,0.19622190338304313
15,75,adaptive,21-30,gp,0.1020735554250497
15,75,adaptive,21-30,linear20,0.20282570923346552
15,75,adaptive,21-30,linear30,0.3471132246996965
15,75,adaptive,21-30,linear50,0.10772334490562474
15,75,adaptive,21-30,same_policy,0.04404226235312037
15,75,adaptive,31-40,feature_ml,0.1783584038250814
15,75,adaptive,31-40,gp,0.12058713104738406
15,75,adaptive,31-40,linear20,0.10364041151029191
15,75,adaptive,31-40,linear30,0.3985220957572209
15,75,adaptive,31-40,linear50,0.1422846049909435
15,75,adaptive,31-40,same_policy,0.05660735286907809
15,75,adaptive,41-50,feature_ml,0.11159332720376239
15,75,adaptive,41-50,gp,0.18427314103690257
15,75,adaptive,41-50,linear20,0.06538384331988949
15,75,adaptive,41-50,linear30,0.41146162012321763
15,75,adaptive,41-50,linear50,0.1668754996624573
15,75,adaptive,41-50,same_policy,0.060412568653770676
15,75,global,all,feature_ml,5.211680807321925e-19
15,75,global,all,gp,0.16986832710282526
15,75,global,all,linear20,0.013037679982117292
15,75,global,all,linear30,0.6353529415691446
15,75,global,all,linear50,0.13215495980726466
15,75,global,all,same_policy,0.04958609153864822
15,75,horizon,1-10,feature_ml,0.16666666666666669
15,75,horizon,1-10,gp,0.16666666666666669
15,75,horizon,1-10,linear20,0.16666666666666669
15,75,horizon,1-10,linear30,0.16666666666666669
15,75,horizon,1-10,linear50,0.16666666666666669
15,75,horizon,1-10,same_policy,0.16666666666666669
15,75,horizon,11-20,feature_ml,0.16666666666666669
15,75,horizon,11-20,gp,0.16666666666666669
15,75,horizon,11-20,linear20,0.16666666666666669
15,75,horizon,11-20,linear30,0.16666666666666669
15,75,horizon,11-20,linear50,0.16666666666666669
15,75,horizon,11-20,same_policy,0.16666666666666669
15,75,horizon,21-30,feature_ml,0.21995030083988742
15,75,horizon,21-30,gp,0.09497686648498455
15,75,horizon,21-30,linear20,0.17332818547691972
15,75,horizon,21-30,linear30,0.44400725518212864
15,75,horizon,21-30,linear50,0.06773739201607967
15,75,horizon,21-30,same_policy,0.0
15,75,horizon,31-40,feature_ml,0.11939324464212847
15,75,horizon,31-40,gp,0.11548297109024047
15,75,horizon,31-40,linear20,3.664628826416853e-18
15,75,horizon,31-40,linear30,0.6384554810359103
15,75,horizon,31-40,linear50,0.1108177428878696
15,75,horizon,31-40,same_policy,0.01585056034385129
15,75,horizon,41-50,feature_ml,0.0
15,75,horizon,41-50,gp,0.15981282375546157
15,75,horizon,41-50,linear20,0.0
15,75,horizon,41-50,linear30,0.6638467835038364
15,75,horizon,41-50,linear50,0.15027868161041502
15,75,horizon,41-50,same_policy,0.02606171113028703
17,75,adaptive,1-10,feature_ml,0.139646428423001
17,75,adaptive,1-10,gp,0.24869632248205412
17,75,adaptive,1-10,linear20,0.14678623501070462
17,75,adaptive,1-10,linear30,0.14159098457008001
17,75,adaptive,1-10,linear50,0.16808675858546088
17,75,adaptive,1-10,same_policy,0.1551932709286994
17,75,adaptive,11-20,feature_ml,0.17368352241504714
17,75,adaptive,11-20,gp,0.17198837157218438
17,75,adaptive,11-20,linear20,0.1410265678552866
17,75,adaptive,11-20,linear30,0.2211207767572509
17,75,adaptive,11-20,linear50,0.1450622946127795
17,75,adaptive,11-20,same_policy,0.14711846678745147
17,75,adaptive,21-30,feature_ml,0.19863908866178903
17,75,adaptive,21-30,gp,0.08737256026986148
17,75,adaptive,21-30,linear20,0.20567098962036612
17,75,adaptive,21-30,linear30,0.3816309120054784
17,75,adaptive,21-30,linear50,0.06459522491170072
17,75,adaptive,21-30,same_policy,0.06209122453080431
17,75,adaptive,31-40,feature_ml,0.14301401273697842
17,75,adaptive,31-40,gp,0.15670583143359623
17,75,adaptive,31-40,linear20,0.1363141968759261
17,75,adaptive,31-40,linear30,0.3697310238273054
17,75,adaptive,31-40,linear50,0.1584058602141913
17,75,adaptive,31-40,same_policy,0.03582907491200252
17,75,adaptive,41-50,feature_ml,0.0765093800459866
17,75,adaptive,41-50,gp,0.16639120526492435
17,75,adaptive,41-50,linear20,0.1271921707662405
17,75,adaptive,41-50,linear30,0.41963191674975286
17,75,adaptive,41-50,linear50,0.14792315487945923
17,75,adaptive,41-50,same_policy,0.06235217229363645
17,75,global,all,feature_ml,0.019618072408749604
17,75,global,all,gp,0.17051128969425355
17,75,global,all,linear20,1.4324551874066299e-18
17,75,global,all,linear30,0.6343930480216876
17,75,global,all,linear50,0.1321143812901643
17,75,global,all,same_policy,0.04336320858514493
17,75,horizon,1-10,feature_ml,0.16666666666666669
17,75,horizon,1-10,gp,0.16666666666666669
17,75,horizon,1-10,linear20,0.16666666666666669
17,75,horizon,1-10,linear30,0.16666666666666669
17,75,horizon,1-10,linear50,0.16666666666666669
17,75,horizon,1-10,same_policy,0.16666666666666669
17,75,horizon,11-20,feature_ml,0.14110081425460802
17,75,horizon,11-20,gp,0.23975467917405718
17,75,horizon,11-20,linear20,0.13574787323717208
17,75,horizon,11-20,linear30,0.25053562562552456
17,75,horizon,11-20,linear50,0.2200754504088067
17,75,horizon,11-20,same_policy,0.012785557299831479
17,75,horizon,21-30,feature_ml,0.18877766276152283
17,75,horizon,21-30,gp,0.09069631197071013
17,75,horizon,21-30,linear20,0.18354095978857743
17,75,horizon,21-30,linear30,0.4751134526101701
17,75,horizon,21-30,linear50,0.06187161286901963
17,75,horizon,21-30,same_policy,3.599816276504135e-17
17,75,horizon,31-40,feature_ml,0.1673474489142503
17,75,horizon,31-40,gp,0.12258342830036642
17,75,horizon,31-40,linear20,8.673617379884035e-19
17,75,horizon,31-40,linear30,0.593118738855614
17,75,horizon,31-40,linear50,0.11695038392976938
17,75,horizon,31-40,same_policy,2.0634341321973795e-18
17,75,horizon,41-50,feature_ml,0.0
17,75,horizon,41-50,gp,0.1619998110755033
17,75,horizon,41-50,linear20,4.676050380122069e-18
17,75,horizon,41-50,linear30,0.6619682573425671
17,75,horizon,41-50,linear50,0.1513523628834594
17,75,horizon,41-50,same_policy,0.024679568698470256
18,75,adaptive,1-10,feature_ml,0.17676375877189904
18,75,adaptive,1-10,gp,0.1479616741882264
18,75,adaptive,1-10,linear20,0.22981666236543724
18,75,adaptive,1-10,linear30,0.16848994000337686
18,75,adaptive,1-10,linear50,0.12037959834369087
18,75,adaptive,1-10,same_policy,0.1565883663273696
18,75,adaptive,11-20,feature_ml,0.16364966406412254
18,75,adaptive,11-20,gp,0.17468654064815956
18,75,adaptive,11-20,linear20,0.18864194794769823
18,75,adaptive,11-20,linear30,0.21424898501330603
18,75,adaptive,11-20,linear50,0.16561750308461284
18,75,adaptive,11-20,same_policy,0.09315535924210085
18,75,adaptive,21-30,feature_ml,0.3177413459805607
18,75,adaptive,21-30,gp,0.07141226231655258
18,75,adaptive,21-30,linear20,0.17244569569670937
18,75,adaptive,21-30,linear30,0.2862143786434465
18,75,adaptive,21-30,linear50,0.06110239854782657
18,75,adaptive,21-30,same_policy,0.09108391881490426
18,75,adaptive,31-40,feature_ml,0.2199269673708655
18,75,adaptive,31-40,gp,0.08989965678185441
18,75,adaptive,31-40,linear20,0.1240561545690084
18,75,adaptive,31-40,linear30,0.3591381747355459
18,75,adaptive,31-40,linear50,0.09002567460397184
18,75,adaptive,31-40,same_policy,0.116953371938754
18,75,adaptive,41-50,feature_ml,0.1734581674838713
18,75,adaptive,41-50,gp,0.10658047508536861
18,75,adaptive,41-50,linear20,0.08627537877966543
18,75,adaptive,41-50,linear30,0.4007689650734617
18,75,adaptive,41-50,linear50,0.10637883714194779
18,75,adaptive,41-50,same_policy,0.12653817643568524
18,75,global,all,feature_ml,3.1635947909484955e-18
18,75,global,all,gp,0.19827104977052018
18,75,global,all,linear20,0.022809489926861756
18,75,global,all,linear30,0.5597592712207363
18,75,global,all,linear50,0.16604477339031695
18,75,global,all,same_policy,0.053115415691564985
18,75,horizon,1-10,feature_ml,0.16666666666666669
18,75,horizon,1-10,gp,0.16666666666666669
18,75,horizon,1-10,linear20,0.16666666666666669
18,75,horizon,1-10,linear30,0.16666666666666669
18,75,horizon,1-10,linear50,0.16666666666666669
18,75,horizon,1-10,same_policy,0.16666666666666669
18,75,horizon,11-20,feature_ml,0.13330263566282616
18,75,horizon,11-20,gp,0.24353757300635578
18,75,horizon,11-20,linear20,0.13645631518116233
18,75,horizon,11-20,linear30,0.24614042571471234
18,75,horizon,11-20,linear50,0.22403832511768695
18,75,horizon,11-20,same_policy,0.016524725317256305
18,75,horizon,21-30,feature_ml,0.18369165874672436
18,75,horizon,21-30,gp,0.09655975928619759
18,75,horizon,21-30,linear20,0.18141363246144804
18,75,horizon,21-30,linear30,0.47087788914857387
18,75,horizon,21-30,linear50,0.06745706035705615
18,75,horizon,21-30,same_policy,1.3021058727122276e-17
18,75,horizon,31-40,feature_ml,0.11682709826547007
18,75,horizon,31-40,gp,0.13633310455334507
18,75,horizon,31-40,linear20,0.0
18,75,horizon,31-40,linear30,0.5970632747853312
18,75,horizon,31-40,linear50,0.13116391513819176
18,75,horizon,31-40,same_policy,0.018612607257662155
18,75,horizon,41-50,feature_ml,3.031244025515967e-17
18,75,horizon,41-50,gp,0.16743054904979363
18,75,horizon,41-50,linear20,3.1877522092431084e-17
18,75,horizon,41-50,linear30,0.6486821817100759
18,75,horizon,41-50,linear50,0.1580725770641028
18,75,horizon,41-50,same_policy,0.025814692176027717
19,75,adaptive,1-10,feature_ml,0.19806500527323412
19,75,adaptive,1-10,gp,0.15641233322490533
19,75,adaptive,1-10,linear20,0.19019066982949429
19,75,adaptive,1-10,linear30,0.1685417681898252
19,75,adaptive,1-10,linear50,0.1269489101802405
19,75,adaptive,1-10,same_policy,0.1598413133023006
19,75,adaptive,11-20,feature_ml,0.18178788694373268
19,75,adaptive,11-20,gp,0.17541208248400364
19,75,adaptive,11-20,linear20,0.16321439284373015
19,75,adaptive,11-20,linear30,0.2338638161294291
19,75,adaptive,11-20,linear50,0.16219250177427558
