cutoff,model,policy,n_batteries,RMSE,MAE
150,Linear-20,3_7C_31PER_5_9C_NEWSTRUCTURE,2,0.000725705428920582,0.0006531944449667937
150,Linear-20,4_8C_80PER_4_8C,2,0.000716982859170116,0.0005781021007966014
150,Linear-20,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.0006810414195571128,0.0005335530957192182
150,Linear-20,5C_67PER_4C_NEWSTRUCTURE,6,0.0005202800880193294,0.0004232080984696566
150,Linear-20,5_3C_54PER_4C_NEWSTRUCTURE,7,0.0005300183286043221,0.0004476568804052783
150,Linear-20,5_6C_19PER_4_6C_NEWSTRUCTURE,7,0.00041523691608757795,0.0003433388836723648
150,Linear-20,5_6C_36PER_4_3C_NEWSTRUCTURE,7,0.000336762411949691,0.0002796188215550861
150,Linear-20,80PER_3_6C,2,0.0009392376026859284,0.0007489571978720155
150,Linear-30,3_6C-80PER_3_6C,2,0.001586411118470341,0.000861146774472864
150,Linear-30,3_7C_31PER_5_9C_NEWSTRUCTURE,2,0.0005421844694855132,0.00048621609191731754
150,Linear-30,4_8C_80PER_4_8C,2,0.0009932153389358243,0.0008464420669398943
150,Linear-30,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.00036129469728556134,0.00022822619099549968
150,Linear-30,5C_67PER_4C_NEWSTRUCTURE,6,0.0003373698677683206,0.00027019338249308837
150,Linear-30,5_3C_54PER_4C_NEWSTRUCTURE,7,0.0003367621667868416,0.0002699773749728153
150,Linear-30,5_6C_19PER_4_6C_NEWSTRUCTURE,7,0.000259543488029062,0.00020386921421866694
150,Linear-30,5_6C_36PER_4_3C_NEWSTRUCTURE,7,0.00032775236459864403,0.0002703523890161879
150,Linear-30,80PER_3_6C,2,0.0012728791002926756,0.0010053234053353666
150,Linear-50,3_6C-80PER_3_6C,2,0.0016528764063339864,0.0008661738962358501
150,Linear-50,3_7C_31PER_5_9C_NEWSTRUCTURE,2,0.00025034485934233693,0.00019148945884994717
150,Linear-50,4_8C_80PER_4_8C,2,0.0013127211591707109,0.0011605767120043897
150,Linear-50,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.00036802258731363904,0.00022100274477558158
150,Linear-50,5C_67PER_4C_NEWSTRUCTURE,6,0.000292803100521163,0.00023596732077985885
150,Linear-50,5_3C_54PER_4C_NEWSTRUCTURE,7,0.00018970144004237994,0.0001417115541630173
150,Linear-50,5_6C_19PER_4_6C_NEWSTRUCTURE,7,0.0003259772254662728,0.0002666024449073937
150,Linear-50,5_6C_36PER_4_3C_NEWSTRUCTURE,7,0.00024564768382223526,0.00019922906999125578
150,Linear-50,80PER_3_6C,2,0.0008002507468558822,0.0005999137121187436
150,Linear-Nested,3_6C-80PER_3_6C,2,0.0016528764063339864,0.0008661738962358501
150,Linear-Nested,3_7C_31PER_5_9C_NEWSTRUCTURE,2,0.00025034485934233693,0.00019148945884994717
150,Linear-Nested,4_8C_80PER_4_8C,2,0.0013127211591707109,0.0011605767120043897
150,Linear-Nested,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.00036802258731363904,0.00022100274477558158
150,Linear-Nested,5C_67PER_4C_NEWSTRUCTURE,6,0.000292803100521163,0.00023596732077985885
150,Linear-Nested,5_3C_54PER_4C_NEWSTRUCTURE,7,0.00018970144004237994,0.0001417115541630173
150,Linear-Nested,5_6C_19PER_4_6C_NEWSTRUCTURE,7,0.0003259772254662728,0.0002666024449073937
150,Linear-Nested,5_6C_36PER_4_3C_NEWSTRUCTURE,7,0.00024564768382223526,0.00019922906999125578
150,Linear-Nested,80PER_3_6C,2,0.0013279734061681931,0.001117485676394897
150,Same-policy mean delta,3_6C-80PER_3_6C,2,0.003029525519911907,0.0019782460612880882
150,Same-policy mean delta,3_7C_31PER_5_9C_NEWSTRUCTURE,2,0.0022204820584678523,0.0020030395903307217
150,Same-policy mean delta,4_8C_80PER_4_8C,2,0.0018982657587905153,0.0016512925201210126
150,Same-policy mean delta,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.0003625134110949059,0.00025936478121590636
150,Same-policy mean delta,5C_67PER_4C_NEWSTRUCTURE,6,0.0002370823273108172,0.00018711698242828922
150,Same-policy mean delta,5_3C_54PER_4C_NEWSTRUCTURE,7,0.00022878540329633338,0.00018053769486358254
150,Same-policy mean delta,5_6C_19PER_4_6C_NEWSTRUCTURE,7,0.0002268244661208639,0.0001832800666824151
150,Same-policy mean delta,5_6C_36PER_4_3C_NEWSTRUCTURE,7,0.0002908413192207705,0.0002291313679649295
150,Same-policy mean delta,80PER_3_6C,2,0.004174319081089241,0.003493081859983034
