held_out_policy,selected_complexity,selected_equation_milli_fade,observed_mean_fade,predicted_mean_fade,rmse_fade
3_7C_31PER_5_9C,5,(Q1 * -0.04017296015404989) + 5.097594636803222,0.03375122298127945,0.003852232872027675,0.030426089582476574
4_8C_80PER_4_8C,7,((C2 * 37.24259545446006) / C1) - 25.872383824628805,0.00188771454750894,0.011370211629831253,0.009530146145835678
5C_67PER_4C,7,((355.84168453335843 - Q1) / C1) - 54.67130528926593,0.002685518676387917,0.0030970316174057546,0.0008146149646061769
5_3C_54PER_4C,9,((C1 * 59.34387147155525) - (-1551.359384265712 / C1)) + -605.2245384779701,0.002563196915216257,0.0020072981072561335,0.0016628915315135676
5_6C_19PER_4_6C,9,((2983.854308758684 - (C1 * 459.26488750010566)) / Q1) - 7.685758081492743,0.004391976356191671,0.01399692290577528,0.009647538126103826
5_6C_36PER_4_3C,9,(((Q1 * -1.000265255665809) + 367.86823167900474) / C1) - 57.4744575835268,0.003716349722194514,0.0017860214298724207,0.0025540887623798653
