outer_battery_id,ablation,selected_config,feature,baseline_outer_RMSE,RMSE_increase_mean,RMSE_increase_std
19,C_plus_policy,random_forest,Tavg_last,0.0002274668711714,5.797037042913264e-07,0.0
19,C_plus_policy,random_forest,Tavg_mean,0.0002274668711714,-2.285302488766385e-07,0.0
19,C_plus_policy,random_forest,Tavg_slope,0.0002274668711714,-7.831446521825076e-07,0.0
19,C_plus_policy,random_forest,Tavg_delta,0.0002274668711714,3.686930539832558e-07,0.0
19,C_plus_policy,random_forest,Tavg_std,0.0002274668711714,4.604099270204482e-07,0.0
19,C_plus_policy,random_forest,chargetime_last,0.0002274668711714,7.598129275287568e-07,0.0
19,C_plus_policy,random_forest,chargetime_mean,0.0002274668711714,0.0,0.0
19,C_plus_policy,random_forest,chargetime_slope,0.0002274668711714,-7.577430459148021e-07,0.0
19,C_plus_policy,random_forest,chargetime_delta,0.0002274668711714,3.72330090939738e-06,0.0
19,C_plus_policy,random_forest,chargetime_std,0.0002274668711714,-5.3660036622085875e-08,0.0
19,C_plus_policy,random_forest,corr_SOH_IR,0.0002274668711714,-4.2179030899111656e-08,0.0
19,C_plus_policy,random_forest,corr_SOH_Tavg,0.0002274668711714,1.100441712507174e-06,0.0
19,C_plus_policy,random_forest,corr_SOH_chargetime,0.0002274668711714,-3.513890852495578e-07,0.0
19,C_plus_policy,random_forest,C1_physical,0.0002274668711714,-1.1272277967787999e-07,0.0
19,C_plus_policy,random_forest,C1_missing_indicator,0.0002274668711714,1.8326905539895388e-08,0.0
19,C_plus_policy,random_forest,Q1,0.0002274668711714,-8.27925078114545e-08,0.0
19,C_plus_policy,random_forest,C2,0.0002274668711714,3.8454231742832557e-07,0.0
19,C_plus_policy,random_forest,initial_capacity,0.0002274668711714,1.9143326725854464e-05,0.0
19,C_plus_policy,random_forest,E1,0.0002274668711714,1.6843534961200773e-07,0.0
19,C_plus_policy,random_forest,E2,0.0002274668711714,7.804816022661263e-07,0.0
19,C_plus_policy,random_forest,C1_minus_C2,0.0002274668711714,-9.556020448959992e-08,0.0
19,C_plus_policy,random_forest,weighted_C_rate,0.0002274668711714,2.599198069158128e-07,0.0
19,C_plus_policy,random_forest,stage1_width,0.0002274668711714,2.2325684652279762e-07,0.0
19,C_plus_policy,random_forest,stage2_width,0.0002274668711714,7.61891493665295e-08,0.0
19,C_plus_policy,random_forest,policy__3_6C_80PER_3_6C,0.0002274668711714,0.0,0.0
19,C_plus_policy,random_forest,policy__3_7C_31PER_5_9C_NEWSTRUCTURE,0.0002274668711714,0.0,0.0
19,C_plus_policy,random_forest,policy__4_8C_80PER_4_8C,0.0002274668711714,2.3494916104877385e-07,0.0
19,C_plus_policy,random_forest,policy__4_8C_80PER_4_8C_NEWSTRUCTURE,0.0002274668711714,1.1591656761571808e-08,0.0
19,C_plus_policy,random_forest,policy__5C_67PER_4C_NEWSTRUCTURE,0.0002274668711714,-3.417277956519534e-07,0.0
19,C_plus_policy,random_forest,policy__5_3C_54PER_4C_NEWSTRUCTURE,0.0002274668711714,-1.9387060407767e-06,0.0
19,C_plus_policy,random_forest,policy__5_6C_19PER_4_6C_NEWSTRUCTURE,0.0002274668711714,1.3275751951645248e-07,0.0
19,C_plus_policy,random_forest,policy__5_6C_36PER_4_3C_NEWSTRUCTURE,0.0002274668711714,5.2055192009930595e-09,0.0
19,C_plus_policy,random_forest,policy__80PER_3_6C,0.0002274668711714,0.0,0.0
20,C_plus_policy,xgboost,cutoff,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,forecast_horizon,0.0007226858063676,5.021680105835361e-05,0.0
20,C_plus_policy,xgboost,SOH_raw_last,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_last,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_variance,0.0007226858063676,3.367782821883593e-06,0.0
20,C_plus_policy,xgboost,SOH_slope_10,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_delta_10,0.0007226858063676,6.35503891728464e-06,0.0
20,C_plus_policy,xgboost,SOH_linear_rmse_10,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_slope_20,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_delta_20,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_linear_rmse_20,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_slope_30,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_delta_30,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_linear_rmse_30,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_slope_50,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_delta_50,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_linear_rmse_50,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_quadratic_curvature,0.0007226858063676,3.6126275180983075e-09,0.0
20,C_plus_policy,xgboost,SOH_first_derivative,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,SOH_second_derivative,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,horizon_fraction,0.0007226858063676,5.217243217561069e-06,0.0
20,C_plus_policy,xgboost,SOH_linear_delta_10,0.0007226858063676,-1.0584710123034166e-05,0.0
20,C_plus_policy,xgboost,SOH_linear_delta_20,0.0007226858063676,-7.356518646918627e-07,0.0
