battery_id,policy,cutoff,fit_start,model,EOL_threshold,EOL_cycle,EOL_lower_90,EOL_upper_90,bootstrap_valid,bootstrap_repetitions,fit_RMSE,derivative_max,monotonic_constraint_satisfied,params_json
3,3_6C-80PER_3_6C,150,50,exponential,0.8,11370.211324472351,10621.092323786434,11939.236236924595,40,40,0.0001259334603472495,-1.9476343751367097e-05,True,"[0.9991469455968595, 1.9550220001159208e-05]"
3,3_6C-80PER_3_6C,150,80,linear,0.8,10113.803576907309,9242.756936523814,10781.333434259086,40,40,8.784581324980141e-05,-1.9692080727185692e-05,True,"[0.9991618364953582, 1.9692080727185692e-05]"
3,3_6C-80PER_3_6C,150,80,power,0.8,2908.311496340179,1071.0366338139036,35874.32382412146,40,40,8.625396429835653e-05,-1.639297342723589e-05,True,"[0.9984172556038442, 1.1508413255377862e-06, 1.5118668796074468]"
3,3_6C-80PER_3_6C,150,80,exponential,0.8,11254.251565388682,10219.716527282899,11818.838919080807,40,40,8.785960918339229e-05,-1.967830214400901e-05,True,"[0.9991643093506751, 1.9753202599848894e-05]"
4,80PER_3_6C,150,1,linear,0.8,1349.3032499686149,1285.6953335650892,1399.4200725067262,40,40,0.0014322342219275246,-0.00014896100111139738,True,"[1.000993562918187, 0.00014896100111139738]"
4,80PER_3_6C,150,1,power,0.8,876.3187654333454,785.7345835877247,985.586082018847,40,40,0.0013566389311219903,-5.134009643629831e-05,True,"[0.9995160126992156, 4.0969753609953914e-05, 1.2531219231893267]"
4,80PER_3_6C,150,1,exponential,0.8,1490.4886249099586,1434.105649385338,1550.0799650223469,40,40,0.0014388216108553633,-0.00014719787158476986,True,"[1.001028966305916, 0.00015040167690693078]"
4,80PER_3_6C,150,20,linear,0.8,1309.6723071647586,1282.2009622416795,1339.9097478457786,40,40,0.0014873561663699827,-0.00015384991444565192,True,"[1.0014929724091377, 0.00015384991444565192]"
4,80PER_3_6C,150,20,power,0.8,785.367823324953,728.6145684997412,893.7397548992757,40,40,0.0014202270312590772,-9.430638278813932e-05,True,"[0.9987410911279374, 2.4403611108458027e-05, 1.3508583146608049]"
4,80PER_3_6C,150,20,exponential,0.8,1444.4231446578106,1409.4936870989156,1508.4731538259236,40,40,0.0014921259095961282,-0.00015221061532455873,True,"[1.001555257146996, 0.00015556217105240636]"
4,80PER_3_6C,150,50,linear,0.8,1243.4667965591725,1199.7997728363143,1294.389580256204,40,40,0.001465351902352304,-0.00016283834589447428,True,"[1.0024840763263965, 0.00016283834589447428]"
4,80PER_3_6C,150,50,power,0.8,676.9525427868296,499.67113199800445,796.9355853864887,40,40,0.0014172196059093318,-0.00011488096118733759,True,"[0.9973897070060327, 9.99504932639543e-06, 1.5175591600315879]"
4,80PER_3_6C,150,50,exponential,0.8,1367.8218303437898,1324.8633611456776,1411.8176017426506,40,40,0.001468046570534708,-0.00016141942343558902,True,"[1.0025999610294878, 0.00016503621545160268]"
4,80PER_3_6C,150,80,linear,0.8,1158.441466255842,1100.9433678560397,1221.00139737814,40,40,0.0014195426062125352,-0.00017617703757077545,True,"[1.0040907857240997, 0.00017617703757077545]"
4,80PER_3_6C,150,80,power,0.8,586.1213073529735,465.9002142988784,719.5165956686833,40,40,0.001393763011224224,-0.00013554724331610793,True,"[0.9958108165285184, 3.238191609498446e-06, 1.7274406472660018]"
4,80PER_3_6C,150,80,exponential,0.8,1270.294755506311,1218.8436756313367,1347.6749660366017,40,40,0.0014207199157558834,-0.00017503616086168375,True,"[1.0042895952728685, 0.00017903244228438018]"
6,80PER_3_6C,150,1,linear,0.8,9978.002317266379,8759.807495835306,11653.013191663678,40,40,0.0008483879577559529,-2.001810671869405e-05,True,"[0.9997407152264149, 2.001810671869405e-05]"
6,80PER_3_6C,150,1,power,0.8,913.25780788394,613.7227306505633,1692.230004779375,40,40,0.0007380559976413724,-6.51518870782622e-08,True,"[0.999141273583626, 2.81608604945374e-08, 2.3135616573541946]"
6,80PER_3_6C,150,1,exponential,0.8,11117.573657118171,9496.060520227813,14125.93926261352,40,40,0.0008485413826601519,-1.9982579457259895e-05,True,"[0.9997410696399022, 2.0047952395004244e-05]"
6,80PER_3_6C,150,20,linear,0.8,7876.245256637271,7359.130902274585,8338.335828147085,40,40,0.00038079221584756814,-2.5430532663177433e-05,True,"[1.0002971122621105, 2.5430532663177433e-05]"
6,80PER_3_6C,150,20,power,0.8,2063.1152674348314,1453.422139155121,3311.800007201796,40,40,0.0003638938613700681,-1.1655122614832722e-05,True,"[0.9996761282867346, 1.4408392638473091e-06, 1.5512669085916995]"
6,80PER_3_6C,150,20,exponential,0.8,8770.88174357953,8253.86826675675,9124.484235476899,40,40,0.00038091369890292634,-2.5385882162153166e-05,True,"[1.000298774508239, 2.5475463896409045e-05]"
6,80PER_3_6C,150,50,linear,0.8,7187.622737077521,6748.768928279747,7727.13296584473,40,40,0.00037895569398943574,-2.7905007137733172e-05,True,"[1.0005706637814815, 2.7905007137733172e-05]"
6,80PER_3_6C,150,50,power,0.8,2167.231759027901,1242.5742971559066,8979.670684134899,40,40,0.0003753376102504172,-1.955096210113417e-05,True,"[0.9996874097349437, 1.6600170435656015e-06, 1.5228963636247175]"
6,80PER_3_6C,150,50,exponential,0.8,7999.696188912852,7443.676836753772,8586.177930361753,40,40,0.00037899839375697377,-2.7864669822983008e-05,True,"[1.0005741051466446, 2.796574850374971e-05]"
6,80PER_3_6C,150,80,linear,0.8,6871.773428169705,6030.932269025761,7722.408269186479,40,40,0.0003723340898256773,-2.9210979170825493e-05,True,"[1.0007312304768974, 2.9210979170825493e-05]"
6,80PER_3_6C,150,80,power,0.8,691.8756884153819,630.7470446142679,2771.839723197727,40,40,0.0003614415172568164,-1.4614413739356687e-05,True,"[0.9986235275785258, 1.4146884981376816e-09, 2.868763852451264]"
6,80PER_3_6C,150,80,exponential,0.8,7644.728128594572,6609.916814168947,8825.346939229234,40,40,0.00037237304707015307,-2.9178612156082773e-05,True,"[1.000736434374946, 2.928550379928006e-05]"
7,4_8C_80PER_4_8C,150,1,linear,0.8,8034.676803177309,6150.536349228041,12234.197907838783,40,40,0.0012220642345016103,-2.4885184453716593e-05,True,"[0.9999444142730654, 2.4885184453716593e-05]"
7,4_8C_80PER_4_8C,150,1,power,0.8,536.0413389738965,518.6184891114393,829.2310129253788,40,40,0.0009264687382824473,-3.878323214960011e-09,True,"[0.9991212432267098, 1.292774404986715e-09, 2.999999999999896]"
7,4_8C_80PER_4_8C,150,1,exponential,0.8,8954.880083943737,7084.5327407375,12757.124430632142,40,40,0.0012223336526245782,-2.48180923759257e-05,True,"[0.9999440238299324, 2.491240211886454e-05]"
7,4_8C_80PER_4_8C,150,20,linear,0.8,5684.678751775812,5181.288022368784,6683.493039969863,40,40,0.0005182272934437433,-3.536125852388594e-05,True,"[1.0010173949667858, 3.536125852388594e-05]"
7,4_8C_80PER_4_8C,150,20,power,0.8,583.2218796141875,521.6971792564955,667.3969763145465,40,40,0.00025507885915919203,-2.6311674058426327e-06,True,"[0.9994877249482825, 5.192027879207435e-09, 2.7422396599394356]"
7,4_8C_80PER_4_8C,150,20,exponential,0.8,6329.357250299034,5644.598172474585,7415.366527261202,40,40,0.0005189233699460726,-3.526463748117686e-05,True,"[1.0010197707574435, 3.5416361187084366e-05]"
7,4_8C_80PER_4_8C,150,50,linear,0.8,4426.193298915633,4121.52486683772,4843.214886324946,40,40,0.00032597119044373607,-4.567330951144779e-05,True,"[1.00215889649887, 4.567330951144779e-05]"
7,4_8C_80PER_4_8C,150,50,power,0.8,679.77064776205,606.753388514342,773.3972495212585,40,40,0.00020980082247997736,-1.645440619171002e-05,True,"[0.9996978925939906, 2.336486902144223e-08, 2.4473598828530077]"
