policy,n,C1,Q1,C2,fade_200,T_obs_min,E_L,E_H,C_high,T_cc_min,T_hat_min,fade_pysr,fade_wls,fade_ols,fade_free_pysr,source
5_3C_54PER_4C,7,5.3,54.0,4.0,0.0025631969152162893,10.043031517857145,265.0,125.2,4.173333333333334,10.013207547169811,10.057875454324812,0.0022777416209632806,0.002329825916291328,0.0022097990202137093,0.0022121549759047455,discrete_typical_min_fade
