C1,Q1,C2,E_L,E_H,C_high,T_cc_min,T_hat_min,fade_pysr,fade_wls,fade_ols,fade_free_pysr,c1_ge_c2,feasible
5.2,29.0,4.7,249.5,141.0,4.7,9.856792144026187,9.901460051181187,0.007980453296195067,0.007993709850690367,0.009834221807817924,0.008111899372041848,1,1
5.6,50.0,4.0,280.0,120.0,4.0,9.85714285714286,9.90181076429786,0.010299633981013634,0.010533017755181506,-0.0017440914815369402,-0.00011570441333432768,1,1
