window_end,use_policy,fold,battery_id,method,rmse,mae,r2
50,False,5,46,linear_tail,0.0016007816703209774,0.001469752398959523,-61.9802797120288
50,False,1,47,linear_tail,0.001239043441250295,0.0011318454879330497,-61.622678316142895
50,False,4,48,linear_tail,0.0021134973408128747,0.0019409749011243971,-75.23536472764738
50,False,1,49,linear_tail,0.001204530629689457,0.001079854523442112,-26.705866582921555
50,False,1,1,torch_mlp,0.0009785929384758725,0.0009052613305084379,-7.671740948334062
50,False,2,3,torch_mlp,0.00038772682343667276,0.0002903642155336072,-1.239814475019993
50,False,4,4,torch_mlp,0.0008691590017420979,0.0007046531047672033,0.7973834453874126
50,False,1,6,torch_mlp,0.001062158404378163,0.0009177671199722681,-6.767838496332621
50,False,3,7,torch_mlp,0.00044772703231383117,0.0003952285128616495,-0.05558614827569497
50,False,3,8,torch_mlp,0.000574450256792036,0.0004916640054580057,0.6574805788773893
50,False,1,12,torch_mlp,0.0001710275795866829,0.0001125919851619983,0.844346415038874
50,False,1,13,torch_mlp,0.0007217287949634381,0.0006137049464086886,-2.727861591422502
50,False,4,15,torch_mlp,6.326238046755649e-05,5.4025806111894784e-05,0.9788459013164773
50,False,2,17,torch_mlp,0.00031633310796894425,0.00028988953515181494,-0.7237131878780616
50,False,5,18,torch_mlp,0.00029482037608202305,0.0002545900925906608,0.4573390528728378
50,False,4,19,torch_mlp,0.0001422999262754446,0.00010532049123867183,0.5422126357693977
50,False,1,20,torch_mlp,0.00022879975844048356,0.00020030222858622438,0.5047513942112141
50,False,5,21,torch_mlp,0.00030976178442496555,0.00025213927729055284,0.647964721118796
50,False,1,22,torch_mlp,4.724962224483126e-05,4.0303483183379284e-05,0.9704799404738339
50,False,3,23,torch_mlp,0.0001371872594931514,0.00010617861658829497,0.9269614334752831
50,False,3,26,torch_mlp,0.00021993684306304456,0.00017257458341191523,0.3003705992906003
50,False,4,27,torch_mlp,7.161521532803744e-05,5.51470270511345e-05,0.9841515178853583
50,False,5,28,torch_mlp,5.0800685764786694e-05,4.253885826983605e-05,0.9914669497269533
50,False,4,29,torch_mlp,0.00011223841645406727,9.355786896776408e-05,0.8971290924532506
50,False,2,30,torch_mlp,0.00035330490363210147,0.0002372711940552108,0.9759427358461834
50,False,5,31,torch_mlp,3.321594264581495e-05,2.6128647091354653e-05,0.9793565297195079
50,False,5,32,torch_mlp,0.00015764782550209752,0.0001416460497148364,0.4781366175440932
50,False,3,33,torch_mlp,9.622402806532897e-05,8.191049590095645e-05,0.873244138967733
50,False,3,34,torch_mlp,0.00020139691163054079,0.00015906414715573193,0.7295829470519002
50,False,3,35,torch_mlp,0.0005470652851121258,0.0003812790452502668,0.9672514323422314
50,False,5,36,torch_mlp,0.00010808261914275193,9.614559761757847e-05,0.8626998242947899
50,False,3,37,torch_mlp,3.577764554873049e-05,2.6185257447650655e-05,0.9931543986903694
50,False,2,38,torch_mlp,6.006830168255191e-05,4.5038645002932756e-05,0.98685257080515
50,False,5,39,torch_mlp,7.327732153659074e-05,5.95916026213672e-05,0.9709463270876307
50,False,2,40,torch_mlp,2.850298135620826e-05,2.3444133039447478e-05,0.9972792155953384
50,False,2,41,torch_mlp,0.0012994494942596493,0.0011732184865650198,-4.182837232447239
50,False,2,42,torch_mlp,0.0002820610688972342,0.00024836400185449745,-0.04360274336309944
50,False,4,43,torch_mlp,0.00018791491123821104,0.0001483302782435203,0.8425312184789095
50,False,4,44,torch_mlp,3.281819104671473e-05,2.5598691609047817e-05,0.9945824252205003
50,False,2,45,torch_mlp,0.00016224247642132743,0.00014550620825275472,0.2348785371396075
50,False,5,46,torch_mlp,0.00021514469786886454,0.00017466690374931204,-0.1376316727250555
50,False,1,47,torch_mlp,0.0004034660581584266,0.000356450925303875,-5.640068847405853
50,False,4,48,torch_mlp,6.286497096928304e-05,4.995363606667524e-05,0.9325517774010001
50,False,1,49,torch_mlp,0.0002839814822314615,0.00024771364924163207,-0.5399835642303552
50,True,1,1,linear_tail,0.02011569044611086,0.018633366759831526,-3663.139740149348
50,True,2,3,linear_tail,0.0022510457369506794,0.0020485316841889166,-74.4968777049545
50,True,4,4,linear_tail,0.0009589142455663969,0.0009264485619409069,0.7533756223727897
50,True,1,6,linear_tail,0.0020009875729034114,0.001851875652599877,-26.568325680559827
50,True,3,7,linear_tail,0.003097783886315072,0.002825866439875413,-49.5323252080042
50,True,3,8,linear_tail,0.0034325928109559495,0.003108445023971349,-11.229956792599612
50,True,1,12,linear_tail,0.0014978211223261588,0.0013990392002143203,-10.938416604402375
50,True,1,13,linear_tail,0.001661631238078565,0.0015414075052558695,-18.759730191995942
50,True,4,15,linear_tail,0.0015357054976190244,0.0014087885922319842,-11.465776740886346
50,True,2,17,linear_tail,0.0013285987508544442,0.001211711656752219,-29.406286782879125
50,True,5,18,linear_tail,0.002125696031496546,0.0019286511254870931,-27.210832364449544
50,True,4,19,linear_tail,0.00167896940213978,0.0015504467576621117,-62.72942706079815
50,True,1,20,linear_tail,0.0017627937091363533,0.0016028648804091849,-28.397819723180845
50,True,5,21,linear_tail,0.001630717277621724,0.0014740998776982428,-8.756360930972141
50,True,1,22,linear_tail,0.0014625271756388012,0.001351724917919408,-27.283192968014887
50,True,3,23,linear_tail,0.0022475880103673897,0.0020534327132957354,-18.604604861374305
50,True,3,26,linear_tail,0.0006019050509694485,0.0005048179869141034,-4.239960983760271
50,True,4,27,linear_tail,0.001251412645462026,0.001149661138475888,-3.839250998143582
50,True,5,28,linear_tail,0.0011925933934860344,0.0010993943401008588,-3.7027290010247134
50,True,4,29,linear_tail,0.0016508403816930268,0.0015071186600834974,-21.254594086262014
50,True,2,30,linear_tail,0.001278390457258483,0.0011897013675168377,0.6850265504998382
50,True,5,31,linear_tail,0.0020848147399650852,0.001887448522572206,-80.32507647072423
50,True,5,32,linear_tail,0.002078569313802288,0.001903652403162881,-89.72142813444006
50,True,3,33,linear_tail,0.0018194066565242215,0.0016699274221538074,-44.316936391664726
50,True,3,34,linear_tail,0.0020221051538347797,0.0018373063879667173,-26.260632914438077
50,True,3,35,linear_tail,0.0018673869707217718,0.0016777394354167941,0.6184225997888607
50,True,5,36,linear_tail,0.0017088616368119425,0.0015680239142132101,-33.32204629229454
50,True,3,37,linear_tail,0.0015807543560977077,0.0014351727681672344,-12.363396743137033
50,True,2,38,linear_tail,0.0015732706621891196,0.0014372730441257885,-8.018971662985367
50,True,5,39,linear_tail,0.001302233886389533,0.0012048117203792175,-8.175713705818566
50,True,2,40,linear_tail,0.0017290468572206269,0.0015888618891023954,-9.012143781578402
50,True,2,41,linear_tail,0.002762708972706026,0.0024790916765678396,-22.427127303035654
50,True,2,42,linear_tail,0.0011468378281446641,0.001054904582575158,-16.25253577072632
50,True,4,43,linear_tail,0.0024948984594847334,0.0022816337556211463,-26.757332663870006
