window_end,use_policy,fold,battery_id,method,rmse,mae,r2
100,True,2,41,torch_mlp,0.00043540908831323226,0.0003541467367176665,0.16086634920130205
100,True,2,42,torch_mlp,8.620260890504292e-05,7.361165826296201e-05,0.9211233067591358
100,True,4,43,torch_mlp,8.591526925515361e-05,6.892600482387934e-05,0.9687492738653347
100,True,4,44,torch_mlp,3.588888003990589e-05,3.0969829749665225e-05,0.9956078095870751
100,True,2,45,torch_mlp,8.20284362389094e-05,6.876583473058417e-05,0.9365463223332061
100,True,5,46,torch_mlp,0.00019149235967783293,0.00015435132131187855,0.6834662210155271
100,True,1,47,torch_mlp,0.00023370428569138418,0.00019153666740749032,0.3789787147174619
100,True,4,48,torch_mlp,0.00035884723641409357,0.00031856405730650293,-0.63554887464853
100,True,1,49,torch_mlp,0.00013376567701577167,0.0001176525164191844,0.7395388803555
150,False,1,1,linear_tail,0.0017733228815778256,0.001352031776073659,0.15698412141496854
150,False,2,3,linear_tail,7.537709633649899e-05,6.674068623369723e-05,0.9300329946077075
150,False,4,4,linear_tail,0.0002772770879280722,0.0002376292436052596,0.9909019459451949
150,False,1,6,linear_tail,0.0004417011428303167,0.00039303439314888335,0.5960690792806167
150,False,3,7,linear_tail,0.0012987604350426234,0.0011615818359544527,0.22417478983216077
150,False,3,8,linear_tail,0.0012157020865763396,0.0010657273144971157,0.7363146992316056
150,False,1,12,linear_tail,0.0003911564897521122,0.00030558778792702854,0.6562804305483652
150,False,1,13,linear_tail,0.0002628660213001497,0.00021389083726862214,0.7881653996761602
150,False,4,15,linear_tail,0.0003942643069786217,0.0003047748748150814,0.7506323930114058
150,False,2,17,linear_tail,7.334532223954437e-05,6.420018789530247e-05,0.8967815632703412
150,False,5,18,linear_tail,0.0001683702376502375,0.00015926991972783577,0.8919804110163576
150,False,4,19,linear_tail,8.114967917969586e-05,5.8072841556107145e-05,0.930630865330861
150,False,1,20,linear_tail,0.00039814683335565677,0.00037847629887536536,0.22941688200584187
150,False,5,21,linear_tail,0.00015754804214115033,0.00013062876335952821,0.9490464208945034
150,False,1,22,linear_tail,0.00013843096733843113,0.0001183724283432186,0.83160582337562
150,False,3,23,linear_tail,0.0002869627619770931,0.0002673302063462657,0.8332713098079688
150,False,3,26,linear_tail,0.0001032350436450743,8.606266633222948e-05,0.9535122448430418
150,False,4,27,linear_tail,0.00040957665264802713,0.0003629499968629224,0.5508022870774589
150,False,5,28,linear_tail,0.00016339235448283533,0.00014300146806420333,0.9222777651545445
150,False,4,29,linear_tail,0.00025890183078259665,0.00023558869550965422,0.7596572205695461
150,False,2,30,linear_tail,9.23246571531842e-05,7.619033540937181e-05,0.9981682642920613
150,False,5,31,linear_tail,0.0003424292257775041,0.0002892171408065325,0.6856384179487306
150,False,5,32,linear_tail,9.839748010954671e-05,6.5147070717404e-05,0.957648508546244
150,False,3,33,linear_tail,0.00021089745803348878,0.00015650689000491934,0.8597605949856764
150,False,3,34,linear_tail,0.00010959329809847187,6.376186690741914e-05,0.9714903225076098
150,False,3,35,linear_tail,0.00018044681388060206,0.0001288206426663274,0.9966615741602818
150,False,5,36,linear_tail,0.0003067400038851571,0.0002851761074374348,0.6562777229518566
150,False,3,37,linear_tail,0.00017470667665737169,0.00016269370060066458,0.8749751568883432
150,False,2,38,linear_tail,0.000152673166049235,0.0001405619187263185,0.9266583192427404
150,False,5,39,linear_tail,0.00018139786926359535,0.00016025259748854824,0.8832530154899498
150,False,2,40,linear_tail,0.0002826545731449081,0.000254433810135386,0.8226236165467702
150,False,2,41,linear_tail,0.00016439135769795365,0.00014502960887277094,0.9043919862304832
150,False,2,42,linear_tail,0.000171735327829692,0.00015106183194752766,0.7921716995348748
150,False,4,43,linear_tail,9.241914131926068e-05,8.578928143314402e-05,0.9619702038569427
150,False,4,44,linear_tail,0.00030168813218450904,0.0002711998176607189,0.7957341077260526
150,False,2,45,linear_tail,0.00032430595111497177,0.00029276171210246727,0.4851547414947067
150,False,5,46,linear_tail,7.388125144829748e-05,6.240590345059749e-05,0.9587684637303635
150,False,1,47,linear_tail,0.0003274084003406359,0.0002743385017682898,0.5143102458372626
150,False,4,48,linear_tail,0.00013715818001963946,0.00011515877299140165,0.8313173217963254
150,False,1,49,linear_tail,0.00021053129373612922,0.00016430307468811022,0.6760802788080589
150,False,1,1,torch_mlp,0.0022562264315135853,0.0015774416342719632,-0.36466321241576294
150,False,2,3,torch_mlp,0.002394148633196846,0.002059803293595905,-69.58569522132582
150,False,4,4,torch_mlp,0.0009391231247475019,0.0007243172035668976,0.895632419979878
150,False,1,6,torch_mlp,0.00044408597959618383,0.0003598315463750623,0.5916954892167965
150,False,3,7,torch_mlp,0.0010743056259932683,0.0008503771167306695,0.46916263105401257
150,False,3,8,torch_mlp,0.0019717990527218583,0.0016370171032031066,0.3063236250893273
150,False,1,12,torch_mlp,0.0005681705396504877,0.0004476268844155129,0.27479531441699845
150,False,1,13,torch_mlp,0.0002434392976291795,0.000205980768387235,0.8183190605882367
150,False,4,15,torch_mlp,0.0003132613492676384,0.0002350403365926468,0.8425731729558029
150,False,2,17,torch_mlp,0.0003565824207270354,0.0003068009013077244,-1.4396767826743613
150,False,5,18,torch_mlp,0.00011171442399910259,9.842281666351482e-05,0.9524456366336981
150,False,4,19,torch_mlp,8.869510747151615e-05,7.903620586148463e-05,0.9171310204102824
150,False,1,20,torch_mlp,0.00012474050613630968,0.00011504423244332429,0.9243606196980909
150,False,5,21,torch_mlp,7.628308707655762e-05,6.458174277213403e-05,0.988054476297367
150,False,1,22,torch_mlp,7.276556754632703e-05,5.85161138951662e-05,0.9534722122795427
150,False,3,23,torch_mlp,0.00011573535922197525,9.516897647699806e-05,0.9728798942353906
150,False,3,26,torch_mlp,0.0005946020929017672,0.0004818687840815983,-0.5421874005083738
150,False,4,27,torch_mlp,9.24696080591075e-05,8.202638669899897e-05,0.9771037063993633
150,False,5,28,torch_mlp,0.00010334745711536402,8.207577157008928e-05,0.9689056553260544
150,False,4,29,torch_mlp,0.00018288471407117433,0.00016746380752010736,0.8800733640319309
150,False,2,30,torch_mlp,0.0003343417004952662,0.0003107126438408159,0.975978036735541
150,False,5,31,torch_mlp,7.775144301599941e-05,6.202946191478986e-05,0.9837929215658887
150,False,5,32,torch_mlp,7.772202858790708e-05,6.067245867598103e-05,0.9735765810482361
150,False,3,33,torch_mlp,0.0003389194533358069,0.00027602543021203017,0.6378234189721017
150,False,3,34,torch_mlp,0.00017263369550858058,0.00011708507721778006,0.9292583075542767
150,False,3,35,torch_mlp,0.0009444639056800208,0.0008745728569920175,0.9085436157765752
150,False,5,36,torch_mlp,5.380054067828345e-05,4.452208926522872e-05,0.9894259801065889
150,False,3,37,torch_mlp,0.00027659362855534915,0.00023152512145315995,0.6866269411466206
150,False,2,38,torch_mlp,0.0003534195861660528,0.00026522216303419554,0.6069872292999257
150,False,5,39,torch_mlp,8.469855100752479e-05,5.969493828160921e-05,0.9745473344858815
150,False,2,40,torch_mlp,9.859592586423032e-05,5.967231452814303e-05,0.9784175023587408
150,False,2,41,torch_mlp,0.0007373602446399053,0.0005850532236217987,-0.9235158464999242
150,False,2,42,torch_mlp,0.00013725387519865316,0.0001032962658428005,0.8672499695483434
150,False,4,43,torch_mlp,0.0004572511682996892,0.0003979798856016714,0.06908551753074665
150,False,4,44,torch_mlp,0.00015011195587198698,0.00013604748997749993,0.9494280185222069
150,False,2,45,torch_mlp,5.24866326631741e-05,4.586383915011538e-05,0.9865145853987645
150,False,5,46,torch_mlp,0.0010801154890641529,0.000937940231669927,-7.81254643380913
150,False,1,47,torch_mlp,0.000696087093083868,0.0005851342742244015,-1.195363646022626
150,False,4,48,torch_mlp,0.0001229626332206014,9.843744919635355e-05,0.8644269488734391
150,False,1,49,torch_mlp,0.00018704125921343393,0.000155520481239364,0.744330509087397
150,True,1,1,linear_tail,0.0017733228815778256,0.001352031776073659,0.15698412141496854
150,True,2,3,linear_tail,7.537709633649899e-05,6.674068623369723e-05,0.9300329946077075
150,True,4,4,linear_tail,0.0002772770879280722,0.0002376292436052596,0.9909019459451949
150,True,1,6,linear_tail,0.0004417011428303167,0.00039303439314888335,0.5960690792806167
150,True,3,7,linear_tail,0.0012987604350426234,0.0011615818359544527,0.22417478983216077
150,True,3,8,linear_tail,0.0012157020865763396,0.0010657273144971157,0.7363146992316056
150,True,1,12,linear_tail,0.0003911564897521122,0.00030558778792702854,0.6562804305483652
150,True,1,13,linear_tail,0.0002628660213001497,0.00021389083726862214,0.7881653996761602
150,True,4,15,linear_tail,0.0003942643069786217,0.0003047748748150814,0.7506323930114058
150,True,2,17,linear_tail,7.334532223954437e-05,6.420018789530247e-05,0.8967815632703412
150,True,5,18,linear_tail,0.0001683702376502375,0.00015926991972783577,0.8919804110163576
150,True,4,19,linear_tail,8.114967917969586e-05,5.8072841556107145e-05,0.930630865330861
150,True,1,20,linear_tail,0.00039814683335565677,0.00037847629887536536,0.22941688200584187
150,True,5,21,linear_tail,0.00015754804214115033,0.00013062876335952821,0.9490464208945034
150,True,1,22,linear_tail,0.00013843096733843113,0.0001183724283432186,0.83160582337562
150,True,3,23,linear_tail,0.0002869627619770931,0.0002673302063462657,0.8332713098079688
150,True,3,26,linear_tail,0.0001032350436450743,8.606266633222948e-05,0.9535122448430418
150,True,4,27,linear_tail,0.00040957665264802713,0.0003629499968629224,0.5508022870774589
150,True,5,28,linear_tail,0.00016339235448283533,0.00014300146806420333,0.9222777651545445
150,True,4,29,linear_tail,0.00025890183078259665,0.00023558869550965422,0.7596572205695461
150,True,2,30,linear_tail,9.23246571531842e-05,7.619033540937181e-05,0.9981682642920613
150,True,5,31,linear_tail,0.0003424292257775041,0.0002892171408065325,0.6856384179487306
150,True,5,32,linear_tail,9.839748010954671e-05,6.5147070717404e-05,0.957648508546244
150,True,3,33,linear_tail,0.00021089745803348878,0.00015650689000491934,0.8597605949856764
150,True,3,34,linear_tail,0.00010959329809847187,6.376186690741914e-05,0.9714903225076098
150,True,3,35,linear_tail,0.00018044681388060206,0.0001288206426663274,0.9966615741602818
150,True,5,36,linear_tail,0.0003067400038851571,0.0002851761074374348,0.6562777229518566
150,True,3,37,linear_tail,0.00017470667665737169,0.00016269370060066458,0.8749751568883432
150,True,2,38,linear_tail,0.000152673166049235,0.0001405619187263185,0.9266583192427404
150,True,5,39,linear_tail,0.00018139786926359535,0.00016025259748854824,0.8832530154899498
150,True,2,40,linear_tail,0.0002826545731449081,0.000254433810135386,0.8226236165467702
150,True,2,41,linear_tail,0.00016439135769795365,0.00014502960887277094,0.9043919862304832
150,True,2,42,linear_tail,0.000171735327829692,0.00015106183194752766,0.7921716995348748
150,True,4,43,linear_tail,9.241914131926068e-05,8.578928143314402e-05,0.9619702038569427
150,True,4,44,linear_tail,0.00030168813218450904,0.0002711998176607189,0.7957341077260526
150,True,2,45,linear_tail,0.00032430595111497177,0.00029276171210246727,0.4851547414947067
150,True,5,46,linear_tail,7.388125144829748e-05,6.240590345059749e-05,0.9587684637303635
150,True,1,47,linear_tail,0.0003274084003406359,0.0002743385017682898,0.5143102458372626
150,True,4,48,linear_tail,0.00013715818001963946,0.00011515877299140165,0.8313173217963254
150,True,1,49,linear_tail,0.00021053129373612922,0.00016430307468811022,0.6760802788080589
150,True,1,1,torch_mlp,0.002008286193644107,0.0014212940602556046,-0.08121316300280745
150,True,2,3,torch_mlp,0.003355168481931431,0.0029435541240673047,-137.6255065148543
150,True,4,4,torch_mlp,0.0015348540692172543,0.0012140095033100805,0.7212244224938489
150,True,1,6,torch_mlp,0.00015136016113184714,0.00010722529885242693,0.9525678056965126
150,True,3,7,torch_mlp,0.0015034586037094902,0.001264574583110516,-0.03965378075545423
150,True,3,8,torch_mlp,0.0013319779701873981,0.0009953282968490384,0.6834621265264941
150,True,1,12,torch_mlp,0.00020789777974821952,0.00020189871884213062,0.9029036551263324
150,True,1,13,torch_mlp,0.00011896005868405805,0.00010827944051925443,0.9566159258534811
150,True,4,15,torch_mlp,0.00032131390202583347,0.00024779174767900256,0.8343756654452973
150,True,2,17,torch_mlp,0.00043915477092759344,0.0003868386573594762,-2.7003912540381965
150,True,5,18,torch_mlp,0.0004631026753547921,0.00037350508144299964,0.18280358915521377
150,True,4,19,torch_mlp,0.00013497477834928457,0.00011370055770385079,0.8080898660703429
150,True,1,20,torch_mlp,0.00019589667155653432,0.00018736882531811716,0.8134535140678196
150,True,5,21,torch_mlp,5.137223612478059e-05,4.5281198545126245e-05,0.994582416492047
150,True,1,22,torch_mlp,0.00019791788083951253,0.00016865148762008176,0.6557843390677913
150,True,3,23,torch_mlp,0.0002531697532459988,0.0002344635756162461,0.8702274353269487
150,True,3,26,torch_mlp,0.00030238168618600743,0.00025464959308010295,0.6011631729149733
150,True,4,27,torch_mlp,0.00014086094574788114,0.00012503675246989588,0.9468689557584123
150,True,5,28,torch_mlp,6.92854994850313e-05,5.748309034970589e-05,0.9860245267819342
150,True,4,29,torch_mlp,0.000243514096622084,0.00022540653917531018,0.7873775833627364
150,True,2,30,torch_mlp,0.000706969620822081,0.0006554844515630976,0.8925939095261929
150,True,5,31,torch_mlp,0.0001520512849051988,0.0001177226131039788,0.9380176544507185
150,True,5,32,torch_mlp,8.265590299163096e-05,6.977729120990262e-05,0.9701153271822163
150,True,3,33,torch_mlp,6.805762481064618e-05,5.4800531252112706e-05,0.9853956932359847
150,True,3,34,torch_mlp,0.0001260643401301042,7.397781919280533e-05,0.9622767744120038
150,True,3,35,torch_mlp,0.0007462540856008943,0.0007039907385478727,0.9429025463748375
150,True,5,36,torch_mlp,0.0002591310773609342,0.00023109567737265025,0.7546953142711623
150,True,3,37,torch_mlp,0.00024713297109563707,0.0002076083529027528,0.7498280036974101
150,True,2,38,torch_mlp,7.7735379310848e-05,6.0254802738199944e-05,0.9809864645481275
150,True,5,39,torch_mlp,0.00010837760053575578,8.552934432373149e-05,0.9583264620609873
150,True,2,40,torch_mlp,0.00011997447242323854,9.917097311699763e-05,0.9680433342195165
150,True,2,41,torch_mlp,0.0001102491898774426,9.190412005409598e-05,0.9569981494807865
150,True,2,42,torch_mlp,0.00022707331054915285,0.0001855142211934435,0.6366563433528212
150,True,4,43,torch_mlp,0.0002653390472998827,0.00022793343596276826,0.686525318253355
150,True,4,44,torch_mlp,4.699647652963809e-05,4.0002877794904635e-05,0.9950431017924857
150,True,2,45,torch_mlp,5.579119111947119e-05,4.450073749467265e-05,0.9847630462916762
150,True,5,46,torch_mlp,0.000630274706728178,0.0005332531857857248,-2.000687632732942
150,True,1,47,torch_mlp,0.00036444952772927167,0.00031390913478389847,0.3981973585544488
150,True,4,48,torch_mlp,0.00016433339867268047,0.000133958331643953,0.7578531996691658
150,True,1,49,torch_mlp,0.0003005948385866586,0.0002598311360634398,0.3396607535145405
